Instances,feature_age,feature_job,feature_marital,feature_education,feature_default,feature_balance,feature_housing,feature_loan,feature_contact,feature_day,feature_month,feature_duration,feature_campaign,feature_pdays,feature_previous,feature_poutcome,algo_MLPC
local,0,2,1,1,0,52,0,0,1,28,2,1,40,25,4,2,1
local,0,3,1,2,0,11,0,0,0,20,5,0,34,69,57,2,1
local,0,1,1,1,0,6,0,0,1,29,4,1,34,40,41,0,1
local,0,2,0,2,0,33,0,0,0,4,2,1,7,4,0,1,1
local,0,4,0,0,0,46,0,0,1,10,6,1,24,44,55,0,1
local,0,7,1,1,0,19,0,0,1,29,6,1,25,63,20,1,1
local,0,10,0,2,0,67,0,0,0,26,5,1,32,28,51,2,1
local,0,9,1,1,0,-1,0,0,1,14,1,1,13,20,15,2,1
local,0,6,0,2,0,36,0,0,1,3,4,1,12,64,50,1,1
local,0,2,1,0,0,60,0,0,1,16,6,0,52,30,23,2,1
local,0,3,0,0,0,17,0,0,1,17,3,1,2,3,13,2,1
local,0,1,1,1,0,11,0,0,1,29,7,0,21,86,57,2,1
local,0,9,1,0,0,101,0,0,1,6,6,1,33,20,48,2,1
local,0,7,0,2,0,83,0,0,1,25,5,1,15,40,11,1,1
local,0,7,0,0,0,49,0,0,1,23,8,1,54,72,47,2,1
local,0,1,1,0,0,39,0,0,1,10,5,1,19,46,34,2,1
local,0,4,1,1,0,16,0,0,1,1,7,1,55,10,56,2,1
local,0,3,0,2,0,35,0,0,0,4,6,1,6,20,41,2,1
local,0,2,1,1,0,68,0,0,1,28,7,1,8,38,21,0,1
local,0,10,0,2,0,85,0,0,1,28,1,1,37,26,12,1,1
local,0,2,1,1,0,-9,0,0,1,21,2,1,28,67,12,0,1
local,0,4,1,0,0,42,0,0,1,8,5,1,59,83,8,1,1
local,0,1,0,2,0,64,0,0,1,5,7,1,48,19,13,1,1
local,0,3,1,1,0,52,0,0,0,29,4,1,62,73,27,2,1
local,0,3,0,0,0,76,0,0,0,19,9,1,48,40,31,2,1
local,0,3,1,0,0,4,0,0,1,27,4,1,11,86,49,2,1
local,0,0,0,2,0,7,0,0,1,28,3,1,43,56,22,0,1
local,0,1,0,0,0,25,0,0,0,17,9,0,28,86,10,0,1
local,0,7,1,0,0,58,0,0,1,5,8,1,3,39,6,2,1
local,0,10,1,0,0,11,0,0,1,29,9,1,22,48,31,1,1
local,0,10,1,1,0,47,0,0,1,27,1,1,57,52,6,1,1
local,0,3,0,1,0,32,0,0,0,20,7,1,38,30,10,2,1
local,0,3,0,1,0,60,0,0,1,6,4,1,48,7,50,2,1
local,0,0,0,0,0,24,0,0,1,8,6,1,37,82,23,2,1
local,0,6,1,1,0,86,0,0,1,29,0,0,58,82,38,2,1
local,0,9,1,1,0,32,0,0,1,16,5,1,5,73,2,2,1
local,0,0,1,2,0,37,0,0,1,4,7,1,26,16,34,2,1
local,0,7,1,2,0,18,0,0,1,16,1,1,17,33,9,1,1
local,0,3,1,2,0,9,0,0,1,15,2,4,19,7,4,0,1
local,0,6,1,1,0,68,0,0,1,14,7,1,55,78,54,0,1
local,0,10,0,0,0,31,0,0,1,28,0,1,52,51,3,2,1
local,0,2,0,2,0,56,0,0,1,24,1,1,39,25,51,1,1
local,0,3,0,1,0,28,0,0,1,30,3,1,55,3,4,2,1
local,0,5,0,2,0,90,0,0,1,27,8,1,17,17,47,2,1
local,0,2,0,0,0,100,0,0,1,22,8,0,16,51,32,2,1
local,0,3,1,0,0,61,0,0,0,2,3,2,4,78,22,2,1
local,0,4,1,1,0,44,0,0,0,29,7,4,52,20,4,2,1
local,0,6,0,2,0,60,0,0,0,3,5,1,41,16,34,2,1
local,0,2,1,0,0,83,0,0,0,8,4,0,61,83,53,2,1
local,0,0,1,0,0,71,0,0,1,22,8,1,55,35,10,2,1
local,0,2,0,0,0,9,0,0,0,12,6,3,41,47,4,1,1
local,0,8,1,1,0,95,0,0,1,22,8,1,33,73,48,0,1
local,0,3,0,2,0,66,0,0,1,23,4,1,3,38,11,1,1
local,0,3,1,1,0,93,0,0,0,7,7,4,4,7,30,2,1
local,0,6,1,2,0,84,0,0,1,15,6,1,57,27,36,2,1
local,0,5,1,0,0,11,0,0,1,21,6,1,27,74,16,0,1
local,0,1,1,0,0,76,0,0,1,3,3,1,48,41,11,2,1
local,0,3,0,2,0,81,0,0,0,17,6,1,53,32,41,2,1
local,0,1,1,2,0,70,0,0,1,13,7,0,41,58,39,2,1
local,0,8,1,1,0,101,0,0,1,11,9,4,30,67,57,2,1
local,0,8,0,0,0,42,0,0,1,28,6,1,44,58,4,2,1
local,0,4,0,2,0,56,0,0,1,26,1,1,55,74,26,2,1
local,0,0,1,0,0,60,0,0,1,18,8,1,45,59,38,0,1
local,0,10,1,0,0,53,0,0,1,4,6,1,59,48,23,2,1
local,0,0,1,0,0,56,0,0,0,29,4,1,55,45,45,0,1
local,0,10,1,0,0,55,0,0,1,7,8,1,62,66,5,0,1
local,0,5,0,2,0,90,0,0,0,13,4,1,52,27,38,2,1
local,0,3,0,2,0,21,0,0,1,5,9,4,54,-1,42,1,1
local,0,4,0,1,0,19,0,0,0,14,2,1,13,20,38,2,1
local,0,6,1,1,0,52,0,0,1,16,1,1,49,80,31,0,1
local,0,6,0,2,0,20,0,0,1,26,4,1,11,14,12,2,1
local,0,10,1,0,0,99,0,0,1,23,3,1,49,81,31,1,1
local,0,0,0,0,0,99,0,0,1,22,4,1,43,34,23,0,1
local,0,9,0,0,0,61,0,0,0,25,2,1,60,61,49,2,1
local,0,2,1,1,0,60,0,0,1,14,4,1,35,72,30,2,1
local,0,4,1,2,0,16,0,0,1,1,4,1,5,62,57,2,1
local,0,10,0,1,0,47,0,0,1,27,1,1,57,52,6,1,1
local,0,1,0,0,0,98,0,0,1,29,8,1,35,38,2,0,1
local,0,1,1,2,0,54,0,0,1,13,2,0,36,53,42,2,1
local,0,0,0,0,0,29,0,0,1,19,3,1,47,26,13,0,1
local,0,2,0,0,0,-2,0,0,1,29,5,1,45,17,6,0,1
local,0,10,1,1,0,9,0,0,1,15,7,4,15,55,6,0,1
local,0,3,0,1,0,53,0,0,1,21,5,1,7,56,42,2,1
local,0,6,1,0,0,56,0,0,1,20,9,0,11,49,11,0,1
local,0,2,1,0,0,93,0,0,1,23,3,1,23,24,57,0,1
local,0,3,1,0,0,65,0,0,1,1,3,1,52,81,22,1,1
local,0,7,0,2,0,62,0,0,1,19,3,1,54,63,43,0,1
local,0,8,0,1,0,81,0,0,1,22,5,3,39,76,10,2,1
local,0,6,0,2,0,86,0,0,1,17,1,0,58,77,38,2,1
local,0,5,1,2,0,63,0,0,1,15,7,1,10,80,27,2,1
local,0,0,1,1,0,29,0,0,1,9,8,1,33,66,10,0,1
local,0,7,0,1,0,23,0,0,1,24,0,3,7,31,16,2,1
local,0,1,1,0,0,62,0,0,1,20,1,1,35,43,36,1,1
local,0,6,0,0,0,68,0,0,1,12,7,1,31,19,21,0,1
local,0,3,1,0,0,78,0,0,1,21,5,1,32,17,16,2,1
local,0,2,1,1,0,38,0,0,1,9,3,1,38,86,54,2,1
local,0,0,1,1,0,49,0,0,1,3,7,1,21,80,47,0,1
local,0,7,0,1,0,2,0,0,0,10,2,0,62,46,52,2,1
local,0,4,0,0,0,99,0,0,1,3,7,1,17,73,29,1,1
local,0,1,1,1,0,62,0,0,0,28,3,1,41,0,12,2,1
local,0,5,1,1,0,3,0,0,1,20,1,1,39,66,19,1,1
local,0,4,1,1,0,98,0,0,0,22,1,1,58,55,16,2,1
local,0,9,1,1,0,-9,0,0,1,24,5,1,33,81,16,2,1
local,0,1,1,2,0,65,0,0,0,13,3,0,51,39,57,2,1
local,0,8,0,2,0,42,0,0,1,8,8,0,3,53,53,2,1
local,0,7,0,1,0,54,0,0,1,30,5,1,6,3,8,2,1
local,0,10,1,2,0,95,0,0,0,20,8,1,24,41,44,2,1
local,0,10,1,1,0,36,0,0,1,12,4,1,21,49,14,0,1
local,0,2,0,1,0,101,0,0,1,3,4,1,54,41,52,0,1
local,0,3,1,2,0,19,0,0,1,21,8,1,25,75,32,0,1
local,0,7,0,1,0,81,0,0,1,6,4,0,5,86,52,2,1
local,0,0,0,2,0,73,0,0,1,11,5,1,10,33,44,0,1
local,0,4,0,1,0,60,0,0,0,18,7,0,14,43,27,2,1
local,0,4,0,1,0,51,0,0,1,30,8,1,62,41,49,0,1
local,0,10,1,1,0,4,0,0,0,6,0,1,24,23,17,2,1
local,0,7,1,1,0,50,0,0,1,30,6,1,59,52,27,1,1
local,0,3,0,0,0,8,0,0,0,6,0,2,52,20,13,2,1
local,0,9,1,0,0,65,0,0,0,26,6,1,5,82,35,2,1
local,0,0,0,0,0,11,0,0,1,10,6,1,21,84,28,1,1
local,0,7,0,1,0,86,0,0,1,29,3,0,58,82,3,2,1
local,0,0,0,2,0,11,0,0,1,29,5,1,3,44,54,1,1
local,0,10,1,0,0,21,0,0,0,11,2,0,41,69,39,2,1
local,0,7,1,2,0,92,0,0,1,20,8,1,46,18,41,0,1
local,0,9,1,1,0,52,0,0,0,6,9,1,42,31,27,2,1
local,0,6,1,0,0,95,0,0,1,22,0,1,27,45,11,2,1
local,0,6,0,1,0,65,0,0,0,12,2,1,36,71,44,2,1
local,0,10,1,1,0,8,0,0,0,24,2,1,2,46,33,1,1
local,0,10,1,1,0,96,0,0,0,19,9,0,36,65,25,2,1
local,0,7,1,0,0,11,0,0,0,19,2,1,30,11,3,2,1
local,0,9,1,1,0,101,0,0,1,24,5,1,11,57,15,1,1
local,0,0,0,1,0,3,0,0,1,16,1,1,4,80,38,2,1
local,0,2,1,2,0,38,0,0,1,27,4,1,49,75,28,1,1
global,0,4,1,2,1,90,1,1,1,25,4,49,50,31,21,2,1
local,0,9,0,0,0,84,0,0,0,20,1,0,41,58,31,2,1
local,0,8,0,2,0,49,0,0,1,21,9,4,7,41,13,2,1
local,0,8,1,1,0,65,0,0,0,1,3,1,41,-1,52,2,1
local,0,6,1,1,0,86,0,0,1,27,7,1,58,82,3,2,1
local,0,5,1,2,0,33,0,0,1,12,5,0,36,61,30,2,1
local,0,6,1,1,0,36,0,0,1,21,7,1,45,24,39,2,1
local,0,6,1,2,0,44,0,0,1,20,8,1,48,9,21,1,1
local,0,3,1,1,0,28,0,0,1,19,3,1,55,60,9,0,1
local,0,5,0,2,0,73,0,0,1,11,7,1,45,59,26,0,1
local,0,4,0,1,0,63,0,0,1,19,6,1,29,13,39,2,1
local,0,9,1,2,0,40,0,0,1,12,3,1,41,38,53,0,1
local,0,6,1,1,0,24,0,0,1,11,7,1,18,72,14,2,1
local,0,4,0,1,0,15,0,0,1,18,7,0,51,35,40,2,1
local,0,2,0,1,0,40,0,0,1,26,5,1,26,43,0,2,1
local,0,9,1,0,0,24,0,0,1,18,4,1,9,53,3,2,1
local,0,6,0,0,0,40,0,0,1,17,5,1,23,52,44,0,1
local,0,3,0,0,0,93,0,0,0,16,9,0,37,7,3,0,1
local,0,4,0,0,0,5,0,0,1,29,6,1,60,79,31,0,1
local,0,10,0,1,0,33,0,0,1,15,7,1,18,51,57,2,1
local,0,5,1,2,0,54,0,0,1,20,5,1,57,55,41,2,1
local,0,3,1,0,0,19,0,0,1,27,4,1,11,76,43,2,1
local,0,7,1,0,0,24,0,0,1,29,6,1,30,39,24,1,1
local,0,6,0,0,0,98,0,0,0,13,6,1,10,12,49,2,1
local,0,2,1,2,0,22,0,0,1,9,7,1,35,55,40,1,1
local,0,4,1,0,0,12,0,0,0,7,3,2,52,22,39,2,1
local,0,10,1,2,0,61,0,0,0,18,1,1,19,80,18,2,1
local,0,0,0,2,0,28,0,0,0,22,8,2,35,72,7,1,1
local,0,5,0,0,0,59,0,0,1,2,9,4,22,44,14,2,1
local,0,5,0,0,0,38,0,0,1,11,5,1,59,72,30,2,1
local,0,5,1,0,0,76,0,0,1,29,3,4,39,64,8,0,1
local,0,8,1,2,0,37,0,0,1,23,3,1,51,24,31,0,1
local,0,5,0,0,0,91,0,0,1,26,5,1,34,76,15,2,1
local,0,2,0,1,0,52,0,0,1,12,5,1,24,54,56,1,1
local,0,10,1,2,0,67,0,0,0,25,6,0,1,-1,19,2,1
local,0,10,0,2,0,43,0,0,1,10,8,0,57,82,43,0,1
local,0,0,0,0,0,12,0,0,0,4,7,2,18,53,33,2,1
local,0,1,0,2,0,3,0,0,0,20,7,1,43,82,33,0,1
local,0,10,1,2,0,91,0,0,1,28,5,1,60,82,29,2,1
local,0,8,1,1,0,69,0,0,1,11,8,0,32,13,44,2,1
local,0,4,0,2,0,100,0,0,1,27,0,1,60,46,32,2,1
local,0,8,0,1,0,-5,0,0,1,20,6,1,35,63,20,2,1
local,0,10,0,2,0,11,0,0,1,4,6,0,52,4,55,2,1
local,0,8,0,2,0,53,0,0,0,5,8,1,16,30,15,2,1
local,0,8,0,1,0,-1,0,0,1,19,2,1,48,0,21,2,1
local,0,2,0,1,0,47,0,0,1,14,3,1,9,51,57,0,1
local,0,2,0,2,0,71,0,0,0,5,8,1,3,18,5,1,1
local,0,0,1,0,0,52,0,0,1,16,1,1,41,48,57,2,1
local,0,3,1,2,0,30,0,0,1,20,1,1,17,23,17,0,1
local,0,2,0,1,0,59,0,0,1,26,6,1,2,79,14,1,1
local,0,0,1,2,0,65,0,0,1,25,3,1,29,74,48,2,1
local,0,2,0,0,0,76,0,0,1,8,7,2,31,54,14,2,1
local,0,7,0,2,0,86,0,0,1,3,6,1,59,76,43,0,1
local,0,3,1,2,0,77,0,0,0,18,5,1,42,61,57,2,1
local,0,7,0,0,0,61,0,0,1,11,8,2,18,62,8,0,1
local,0,7,0,2,0,59,0,0,1,30,3,1,58,30,52,1,1
local,0,1,1,1,0,50,0,0,1,25,4,1,35,72,48,2,1
local,0,4,1,1,0,92,0,0,0,15,8,3,53,38,7,2,1
local,0,4,1,2,0,74,0,0,1,19,7,1,53,57,29,2,1
local,0,1,1,0,0,12,0,0,1,2,7,1,25,28,33,1,1
local,0,7,1,2,0,43,0,0,0,20,8,1,17,51,15,2,1
local,0,0,1,1,0,101,0,0,0,28,0,3,56,6,55,0,1
local,0,7,0,2,0,4,0,0,1,23,4,1,52,18,13,1,1
local,0,3,0,1,0,49,0,0,1,3,5,2,28,15,11,2,1
local,0,6,0,1,0,68,0,0,1,29,6,1,51,47,45,0,1
local,0,7,1,1,0,89,0,0,1,24,8,1,10,30,50,2,1
local,0,1,1,0,0,51,0,0,1,8,6,1,62,66,44,2,1
local,0,3,0,2,0,4,0,0,1,17,5,1,30,20,41,2,1
local,0,8,1,0,0,53,0,0,1,7,6,1,51,74,15,2,1
local,0,8,0,2,0,38,0,0,0,3,4,1,50,73,15,2,1
local,0,10,1,0,0,22,0,0,1,19,1,1,5,54,33,1,1
local,0,0,0,0,0,89,0,0,1,22,8,1,26,43,37,0,1
local,0,3,1,2,0,89,0,0,0,18,3,1,57,41,7,2,1
local,0,8,0,1,0,87,0,0,0,18,2,1,20,27,22,2,1
local,0,8,0,0,0,63,0,0,1,13,4,1,30,13,7,2,1
local,0,1,0,1,0,12,0,0,1,2,7,1,34,8,33,0,1
local,0,9,1,0,0,101,0,0,1,21,8,1,58,49,15,2,1
local,0,2,1,0,0,52,0,0,1,22,3,0,41,18,39,2,1
local,0,10,0,2,0,84,0,0,1,8,7,1,53,81,40,0,1
local,0,7,1,2,0,63,0,0,1,23,6,1,9,62,32,2,1
local,0,9,1,1,0,89,0,0,0,29,7,1,4,85,17,2,1
local,0,6,0,1,0,89,0,0,0,22,4,1,31,25,42,2,1
local,0,5,1,2,0,54,0,0,0,21,2,1,21,34,4,2,1
local,0,6,1,0,0,39,0,0,1,25,8,1,11,81,8,2,1
local,0,9,0,0,0,41,0,0,0,29,5,1,11,65,7,2,1
local,0,9,0,2,0,56,0,0,1,18,4,1,37,78,34,2,1
local,0,9,0,0,0,17,0,0,1,23,5,0,44,41,56,2,1
local,0,6,0,0,0,51,0,0,1,24,2,1,62,49,30,1,1
local,0,6,1,2,0,12,0,0,1,20,4,1,42,59,49,2,1
local,0,4,0,2,0,70,0,0,0,30,7,1,17,59,7,2,1
local,0,8,1,2,0,87,0,0,1,23,7,1,39,38,2,2,1
local,0,2,0,2,0,66,0,0,0,5,5,0,8,56,15,2,1
local,0,4,1,2,0,35,0,0,1,26,4,1,37,39,44,2,1
local,0,1,0,1,0,0,0,0,0,7,1,4,5,8,4,0,1
local,0,10,0,1,0,-6,0,0,1,26,4,1,16,22,57,0,1
local,0,8,0,1,0,67,0,0,1,28,5,1,54,73,31,1,1
local,0,4,1,2,0,-9,0,0,0,24,9,1,38,59,10,2,1
local,0,10,1,0,0,66,0,0,1,12,7,1,5,30,26,1,1
local,0,2,0,2,0,63,0,0,0,13,5,1,58,34,43,0,1
local,0,0,0,1,0,24,0,0,1,9,7,1,13,45,42,0,1
local,0,6,0,2,0,16,0,0,1,21,0,1,58,48,18,2,1
local,0,3,1,2,0,28,0,0,1,5,3,1,55,60,45,0,1
local,0,5,0,0,0,23,0,0,1,29,6,1,29,48,19,2,1
local,0,4,1,1,0,-4,0,0,1,18,0,1,31,70,40,1,1
local,0,5,1,2,0,59,0,0,1,11,5,1,16,39,19,2,1
local,0,1,0,0,0,54,0,0,0,13,8,3,12,6,29,0,1
local,0,4,0,1,0,52,0,0,1,4,3,1,62,50,44,2,1
local,0,9,1,1,0,76,0,0,1,30,6,1,17,52,32,1,1
local,0,6,0,1,0,75,0,0,0,14,2,1,40,57,26,2,1
local,0,10,1,2,0,10,0,0,1,10,6,1,21,68,30,2,1
local,0,9,1,2,0,83,0,0,1,27,4,1,56,75,47,1,1
local,0,7,0,1,0,63,0,0,1,29,4,1,34,40,24,2,1
local,0,3,1,2,0,95,0,0,0,20,8,1,14,55,4,2,1
local,0,1,0,2,0,25,0,0,1,20,3,1,28,76,8,2,1
local,0,7,0,0,0,11,0,0,1,11,3,1,46,51,12,1,1
local,0,2,1,2,0,65,0,0,1,26,8,1,48,60,1,0,1
local,0,9,0,0,0,37,0,0,1,5,3,1,50,56,8,2,1
local,0,2,0,0,0,82,0,0,1,19,2,1,17,37,22,0,1
local,0,2,0,1,0,79,0,0,1,28,2,1,56,86,56,2,1
local,0,2,0,2,0,53,0,0,1,25,8,1,24,29,44,2,1
local,0,8,0,2,0,49,0,0,1,16,2,1,57,38,39,0,1
local,0,9,0,2,0,64,0,0,1,10,6,1,29,55,55,1,1
local,0,6,1,1,0,99,0,0,0,10,6,0,59,2,35,2,1
local,0,10,1,1,0,66,0,0,1,12,7,1,5,30,26,1,1
local,0,1,0,2,0,87,0,0,1,3,3,1,4,73,31,1,1
local,0,9,1,1,0,29,0,0,1,20,1,1,29,41,44,2,1
local,0,7,0,2,0,63,0,0,1,19,8,1,21,71,4,2,1
local,0,0,0,0,0,98,0,0,1,26,2,1,44,53,30,1,1
local,0,8,1,2,0,14,0,0,0,26,6,1,17,38,17,2,1
local,0,2,0,0,0,18,0,0,0,24,4,1,32,26,3,0,1
local,0,0,0,1,0,24,0,0,0,27,2,2,59,55,13,0,1
local,0,5,1,0,0,78,0,0,1,2,5,1,22,66,14,0,1
local,0,2,1,1,0,4,0,0,1,23,3,1,12,25,50,1,1
local,0,5,0,0,0,76,0,0,1,13,9,0,37,86,15,0,1
local,0,1,1,1,0,49,0,0,1,21,6,1,16,36,39,0,1
local,0,4,1,2,0,53,0,0,0,1,8,1,5,46,30,2,1
local,0,7,0,1,0,74,0,0,1,22,8,1,33,73,28,2,1
local,0,10,1,1,0,86,0,0,1,10,8,1,53,31,8,2,1
local,0,1,1,2,0,50,0,0,1,11,3,1,19,78,1,0,1
local,0,1,0,2,0,46,0,0,1,11,1,4,10,6,4,0,1
local,0,8,1,1,0,12,0,0,1,14,0,1,60,86,19,2,1
local,0,0,0,1,0,71,0,0,1,21,5,1,11,59,12,1,1
local,0,10,1,0,0,29,0,0,0,7,7,1,50,73,47,2,1
local,0,10,0,1,0,11,0,0,0,24,9,3,11,31,45,2,1
local,0,6,0,2,0,23,0,0,0,30,0,0,11,4,33,0,1
local,0,3,1,0,0,-2,0,0,0,30,8,1,53,20,4,2,1
local,0,9,1,0,0,3,0,0,1,24,7,0,47,22,41,1,1
local,0,7,1,0,0,44,0,0,1,18,7,1,31,45,50,2,1
local,0,9,0,1,0,95,0,0,1,11,8,0,54,44,39,1,1
local,0,4,1,1,0,54,0,0,0,10,1,0,25,-1,19,0,1
local,0,7,1,2,0,-4,0,0,0,21,9,1,44,58,43,2,1
local,0,2,1,0,0,39,0,0,1,29,6,1,34,26,52,1,1
local,0,8,0,1,0,82,0,0,1,7,4,0,34,15,7,2,1
local,0,7,1,0,0,38,0,0,0,30,9,0,41,9,24,2,1
local,0,9,1,2,0,39,0,0,0,27,7,0,25,-1,19,2,1
local,0,6,1,1,0,25,0,0,0,9,8,1,36,60,34,2,1
local,0,1,0,0,0,49,0,0,1,16,6,1,27,34,8,0,1
local,0,2,0,1,0,59,0,0,1,12,8,1,46,62,39,2,1
local,0,8,1,0,0,31,0,0,0,3,3,1,44,73,31,2,1
local,0,8,1,0,0,96,0,0,0,29,4,1,40,13,45,2,1
local,0,1,0,2,0,100,0,0,1,10,3,4,15,17,8,1,1
local,0,2,0,0,0,-4,0,0,1,25,7,1,22,85,0,1,1
local,0,8,0,1,0,20,0,0,0,21,8,0,56,52,39,2,1
local,0,9,1,2,0,29,0,0,1,20,1,1,29,41,44,2,1
local,0,7,1,0,0,82,0,0,1,15,1,1,59,17,36,0,1
local,0,5,0,1,0,11,0,0,1,9,7,1,7,14,34,2,1
local,0,6,1,1,0,86,0,0,1,3,4,1,50,70,39,2,1
local,0,8,1,0,0,65,0,0,1,29,3,4,39,64,4,0,1
local,0,9,0,1,0,45,0,0,0,3,7,1,12,48,50,2,1
local,0,5,1,2,0,96,0,0,1,15,2,1,50,24,5,0,1
local,0,1,0,2,0,95,0,0,0,24,3,1,56,16,33,0,1
local,0,2,0,0,0,15,0,0,1,22,7,1,54,82,34,1,1
local,0,10,0,2,0,74,0,0,0,9,0,9,46,44,31,2,1
local,0,0,0,1,0,-4,0,0,1,24,8,1,51,26,40,0,1
local,0,1,1,0,0,20,0,0,0,14,9,0,28,64,22,0,1
local,0,5,0,0,0,62,0,0,1,21,1,1,28,67,26,0,1
local,0,10,1,2,0,60,0,0,0,23,2,1,7,29,13,2,1
local,0,6,1,2,0,40,0,0,1,2,3,1,41,38,53,0,1
local,0,9,1,2,0,16,0,0,0,20,9,1,48,76,4,2,1
local,0,6,0,1,0,6,0,0,0,18,0,1,44,23,13,2,1
local,0,9,0,0,0,12,0,0,0,29,7,1,29,25,42,2,1
local,0,6,0,1,0,13,0,0,1,15,4,1,10,57,17,1,1
local,0,8,1,2,0,-2,0,0,1,25,5,1,50,55,44,1,1
local,0,1,0,1,0,35,0,0,1,3,3,1,16,73,31,0,1
local,0,10,0,2,0,28,0,0,1,12,5,1,58,35,34,2,1
local,0,4,1,2,0,75,0,0,1,29,7,1,15,20,50,2,1
local,0,0,0,1,0,25,0,0,1,5,6,1,23,50,38,2,1
local,0,1,1,0,0,50,0,0,1,20,6,1,62,47,10,2,1
local,0,1,1,0,0,52,0,0,1,27,6,1,42,58,22,2,1
global,0,1,0,0,0,-1,0,0,0,3,1,4,5,7,4,0,1
local,0,1,1,2,0,-6,0,0,1,7,1,0,54,86,30,0,1
local,0,8,1,0,0,76,0,0,1,10,7,4,40,25,10,2,1
local,0,8,1,2,0,11,0,0,1,15,0,1,52,84,28,2,1
local,0,2,1,2,0,13,0,0,1,20,4,1,11,59,50,2,1
local,0,1,1,1,0,51,0,0,1,9,8,1,62,77,5,0,1
local,0,9,0,0,0,29,0,0,1,1,8,1,34,57,51,2,1
local,0,0,0,2,0,-9,0,0,0,1,0,0,1,-1,0,0,1
local,0,8,0,1,0,-2,0,0,1,23,8,1,22,42,3,2,1
local,0,4,1,1,0,30,0,0,1,21,6,0,47,22,2,0,1
local,0,6,0,0,0,12,0,0,0,6,8,1,26,76,5,2,1
local,0,2,0,1,0,44,0,0,0,30,6,2,62,25,2,0,1
local,0,2,0,1,0,36,0,0,1,23,8,0,41,18,39,2,1
local,0,7,0,0,0,90,0,0,1,26,0,1,42,58,29,1,1
local,0,3,1,0,0,51,0,0,0,16,9,4,60,4,20,0,1
local,0,8,0,1,0,64,0,0,1,19,3,1,10,55,40,1,1
local,0,2,0,2,0,83,0,0,0,20,8,1,33,35,31,2,1
local,0,1,1,1,0,89,0,0,1,15,0,1,27,30,49,0,1
local,0,7,1,2,0,44,0,0,1,27,1,1,57,59,12,2,1
local,0,9,1,0,0,83,0,0,1,27,9,1,53,81,34,0,1
local,0,2,1,1,0,43,0,0,1,6,8,1,48,56,22,2,1
local,0,3,1,1,0,63,0,0,1,9,9,1,10,85,43,2,1
local,0,9,0,2,0,90,0,0,1,17,9,2,4,36,38,2,1
local,0,4,1,2,0,18,0,0,1,28,8,1,43,80,23,2,1
local,0,0,1,2,0,101,0,0,1,9,3,3,54,21,26,0,1
local,0,9,1,2,0,29,0,0,1,19,3,1,47,26,17,0,1
local,0,9,0,1,0,68,0,0,1,17,5,1,2,57,50,2,1
local,0,3,1,1,0,58,0,0,1,3,3,1,16,6,31,2,1
local,0,9,1,0,0,52,0,0,1,15,1,1,59,17,36,0,1
local,0,2,0,2,0,75,0,0,1,27,7,1,14,29,11,2,1
local,0,10,0,2,0,41,0,0,1,18,1,1,45,83,50,1,1
local,0,6,1,0,0,87,0,0,1,30,4,1,5,38,2,1,1
local,0,8,0,0,0,75,0,0,0,2,2,1,17,29,34,2,1
local,0,1,0,1,0,57,0,0,1,29,8,4,15,6,4,0,1
local,0,10,1,2,0,61,0,0,1,11,5,1,50,71,53,2,1
local,0,2,1,2,0,6,0,0,0,16,5,0,55,22,12,1,1
local,0,5,0,2,0,2,0,0,1,27,2,3,17,17,29,2,1
local,0,6,0,0,0,75,0,0,0,6,1,1,47,13,43,2,1
local,0,0,1,3,0,27,0,0,0,1,1,4,8,-1,13,0,1
local,0,10,0,2,0,23,0,0,1,28,7,1,15,50,22,0,1
local,0,7,0,1,0,-9,0,0,1,19,1,1,54,73,31,1,1
local,0,2,0,2,0,13,0,0,1,29,8,1,45,56,43,2,1
local,0,0,0,2,0,16,0,0,1,24,5,1,40,20,6,1,1
local,0,6,1,2,0,58,0,0,0,17,2,4,19,11,5,0,1
local,0,2,1,0,0,53,0,0,1,21,4,1,47,40,15,1,1
local,0,3,1,2,0,46,0,0,1,20,8,1,14,55,4,1,1
local,0,7,0,2,0,62,0,0,1,23,3,1,14,51,43,1,1
local,0,7,0,1,0,88,0,0,0,14,1,1,40,28,41,2,1
local,0,5,1,1,0,81,0,0,0,1,9,4,41,38,14,2,1
local,0,0,1,2,0,90,0,0,0,24,0,1,44,46,13,0,1
local,0,3,1,0,0,81,0,0,1,27,8,1,43,56,41,2,1
local,0,2,1,0,0,40,0,0,1,24,8,1,7,49,52,0,1
local,0,3,0,0,0,72,0,0,0,4,2,0,41,39,45,2,1
local,0,9,1,0,0,34,0,0,1,4,6,1,47,38,48,2,1
local,0,3,1,1,0,13,0,0,0,13,2,4,39,8,54,2,1
local,0,10,1,2,0,60,0,0,1,8,7,1,34,85,36,1,1
local,0,6,0,2,0,39,0,0,1,18,3,1,34,72,4,0,1
local,0,1,0,1,0,71,0,0,0,21,8,0,31,79,52,2,1
local,0,6,0,2,0,22,0,0,0,10,4,1,10,74,23,2,1
local,0,1,0,0,0,83,0,0,0,12,1,35,51,32,40,2,1
local,0,7,0,1,0,-2,0,0,0,8,3,1,40,28,41,2,1
local,0,6,1,1,0,96,0,0,1,13,8,1,32,73,44,1,1
local,0,5,1,0,0,44,0,0,1,27,7,1,61,39,18,2,1
local,0,2,1,0,0,24,0,0,1,26,9,1,61,54,38,0,1
