Instances,feature_age,feature_job,feature_marital,feature_education,feature_default,feature_balance,feature_housing,feature_loan,feature_contact,feature_day,feature_month,feature_duration,feature_campaign,feature_pdays,feature_previous,feature_poutcome,algo_RF_unfair
instance_0,0,4,1,0,0,24,0,0,0,14,10,38,9,39,26,2,0
instance_0,0,7,0,1,0,92,0,0,0,24,1,6,29,70,6,0,0
instance_0,0,4,1,2,0,17,0,0,0,9,7,13,51,7,32,0,0
instance_0,0,2,1,0,0,53,0,0,0,25,8,38,44,82,24,0,0
instance_0,0,5,0,1,0,74,0,0,0,7,6,9,33,12,15,2,0
instance_0,0,4,0,2,0,77,0,0,1,20,2,46,45,44,34,2,0
instance_0,0,2,0,0,0,28,0,0,1,29,0,20,5,61,28,2,0
instance_0,0,4,1,1,0,12,0,0,0,19,10,29,11,18,31,2,0
instance_0,0,7,1,1,0,24,0,0,1,14,0,29,13,35,26,2,0
instance_0,0,0,1,1,0,33,0,0,0,8,3,8,22,76,14,2,0
instance_0,0,1,1,0,0,56,0,0,1,15,1,47,45,12,1,2,0
instance_0,0,3,1,2,0,36,0,0,1,23,7,25,54,21,56,0,0
instance_0,0,2,1,2,0,16,0,0,0,23,5,38,8,58,22,1,0
instance_0,0,9,0,2,0,78,0,0,0,12,4,18,34,84,53,2,0
instance_0,0,3,0,2,0,23,0,0,1,17,3,44,9,41,49,2,0
instance_0,0,4,1,2,0,52,0,0,0,10,6,19,30,24,32,2,0
instance_0,0,4,1,1,0,78,0,0,1,11,5,9,32,25,40,1,0
instance_0,0,10,0,1,0,77,0,0,1,9,0,34,38,64,16,0,0
instance_0,0,0,1,2,0,60,0,0,1,9,0,22,55,29,14,0,0
instance_0,0,3,0,2,0,-2,0,0,1,3,7,8,19,59,57,0,0
instance_0,0,10,0,1,0,59,0,0,1,4,10,26,28,82,13,2,0
instance_0,0,11,1,1,0,90,0,0,0,18,9,24,37,60,37,1,0
instance_0,0,8,2,0,0,62,0,0,2,18,8,35,36,70,35,1,0
instance_0,0,3,1,1,0,0,0,0,0,24,6,2,21,26,36,2,0
instance_0,0,4,1,0,0,84,0,0,1,11,8,41,10,21,56,2,0
instance_0,0,0,1,0,0,36,0,0,0,24,3,18,50,12,5,2,0
instance_0,0,3,1,1,0,100,0,0,0,1,3,26,5,6,4,2,0
instance_0,0,4,1,2,0,63,0,0,0,5,8,36,25,74,16,2,0
instance_0,0,8,1,1,0,15,0,0,0,30,4,7,13,45,27,2,0
instance_0,0,3,0,0,0,28,0,0,1,20,3,14,5,81,47,2,0
instance_0,0,1,1,2,0,15,0,0,0,1,10,43,49,79,26,2,0
instance_0,0,6,0,1,0,14,0,0,1,11,4,38,37,46,32,1,0
instance_0,0,10,0,1,0,4,0,0,0,14,0,8,52,33,27,0,0
instance_0,0,0,0,0,0,36,0,0,1,10,8,44,50,16,41,2,0
instance_0,0,7,0,0,0,61,0,0,0,12,7,18,30,3,18,2,0
instance_0,0,5,0,0,0,76,0,0,1,1,5,46,3,15,48,1,0
instance_0,0,0,0,2,0,11,0,0,1,16,9,38,12,12,38,1,0
instance_0,0,3,1,0,0,63,0,0,0,5,3,31,54,68,21,2,0
instance_0,0,5,1,2,0,101,0,0,1,16,3,13,22,11,16,1,0
instance_0,0,10,0,1,0,4,0,0,1,13,0,22,9,78,57,1,0
instance_0,0,1,0,0,0,45,0,0,0,7,4,20,48,17,18,2,0
instance_0,0,0,1,0,0,-4,0,0,1,9,10,28,39,70,23,2,0
instance_0,0,0,1,2,0,34,0,0,1,7,0,12,39,58,32,2,0
instance_0,0,10,0,1,0,46,0,0,1,27,6,29,43,29,7,1,0
instance_0,0,0,0,1,0,55,0,0,0,8,10,29,7,62,7,2,0
instance_0,0,3,1,0,0,49,0,0,0,4,1,14,52,75,6,0,0
instance_0,0,9,1,1,0,74,0,0,0,19,5,45,8,20,47,1,0
instance_0,0,10,0,0,0,-8,0,0,1,25,8,13,25,31,45,0,0
instance_0,0,5,1,0,0,63,0,0,0,4,5,13,34,15,56,2,0
instance_0,0,1,1,0,0,34,0,0,1,23,3,45,16,70,9,0,0
instance_0,0,3,1,2,0,68,0,0,1,20,6,45,12,78,32,2,0
instance_0,0,6,0,1,0,-7,0,0,0,16,10,20,36,78,7,0,0
instance_0,0,1,1,2,0,55,0,0,0,19,7,34,60,15,55,1,0
instance_0,0,10,0,2,0,75,0,0,0,17,4,42,10,64,57,2,0
instance_0,0,4,0,0,0,14,0,0,0,18,5,24,22,74,41,2,0
instance_0,0,4,0,1,0,45,0,0,0,23,0,14,15,27,33,1,0
instance_0,0,6,0,2,0,35,0,0,0,4,0,32,3,41,35,1,0
instance_0,0,4,0,2,0,85,0,0,0,16,2,41,43,61,43,0,0
instance_0,0,2,1,1,0,13,0,0,0,2,9,39,37,37,12,2,0
instance_0,0,1,0,1,0,37,0,0,0,15,8,45,39,9,0,2,0
instance_0,0,2,0,2,0,34,0,0,1,19,5,35,60,20,2,2,0
instance_0,0,9,0,0,0,78,0,0,0,26,5,12,59,31,57,2,0
instance_0,0,5,0,1,0,18,0,0,1,23,8,40,17,68,47,1,0
instance_0,0,1,1,0,0,45,0,0,0,13,8,8,21,15,44,1,0
instance_0,0,6,0,1,0,87,0,0,0,30,7,26,31,56,21,1,0
instance_0,0,8,1,1,0,33,0,0,0,23,7,33,1,3,12,2,0
instance_0,0,3,0,1,0,11,0,0,0,5,5,21,9,2,39,1,0
instance_0,0,6,1,0,0,77,0,0,0,22,0,13,61,65,39,1,0
instance_0,0,0,0,2,0,89,0,0,1,28,5,14,18,41,42,1,0
instance_0,0,10,0,1,0,48,0,0,0,19,2,2,45,3,14,1,0
instance_0,0,8,1,2,0,63,0,0,0,4,3,38,19,25,53,2,0
instance_0,0,4,1,1,0,38,0,0,1,27,4,9,62,3,5,0,0
instance_0,0,10,0,2,0,58,0,0,1,17,5,43,60,51,49,0,0
instance_0,0,0,1,1,0,79,0,0,1,3,3,24,10,11,16,2,0
instance_0,0,10,0,2,0,74,0,0,1,23,4,45,31,85,45,1,0
instance_0,0,9,1,1,0,56,0,0,0,9,5,30,25,38,48,2,0
instance_0,0,1,0,0,0,59,0,0,1,13,1,20,19,8,10,1,0
instance_0,0,1,1,1,0,68,0,0,0,25,2,4,34,39,15,1,0
instance_0,0,8,1,0,0,37,0,0,0,17,4,7,62,8,41,1,0
instance_0,0,9,1,0,0,91,0,0,1,7,9,28,22,54,55,0,0
instance_0,0,10,0,2,0,56,0,0,1,29,3,15,25,61,35,0,0
instance_0,0,3,0,0,0,36,0,0,0,6,8,31,34,11,41,0,0
instance_0,0,7,0,0,0,70,0,0,2,25,0,13,21,69,47,2,0
instance_0,0,9,0,0,0,46,0,0,0,21,8,2,51,68,26,2,0
instance_0,0,11,2,0,0,80,0,0,2,23,11,44,45,-1,44,0,0
instance_0,0,4,0,0,0,37,0,0,1,21,0,31,7,62,7,1,0
instance_0,0,1,0,2,0,80,0,0,1,28,6,11,37,52,56,2,0
instance_0,0,0,1,1,0,12,0,0,0,18,3,14,5,45,32,0,0
instance_0,0,8,1,2,0,0,0,0,1,5,4,20,31,35,32,2,0
instance_0,0,4,0,2,0,84,0,0,0,17,8,48,57,85,47,2,0
instance_0,0,4,1,1,0,17,0,0,1,20,6,13,2,13,2,2,0
instance_0,0,8,0,1,0,1,0,0,0,23,10,16,24,12,50,2,0
instance_0,0,3,0,0,0,84,0,0,0,15,3,13,28,22,23,1,0
instance_0,0,3,0,0,0,24,0,0,0,30,5,38,23,17,21,2,0
instance_0,0,6,0,0,0,45,0,0,0,3,5,46,30,70,9,2,0
instance_0,0,10,0,2,0,-3,0,0,0,17,9,4,2,24,33,1,0
instance_0,0,3,1,0,0,85,0,0,0,13,6,3,37,45,3,1,0
instance_0,0,8,1,2,0,84,0,0,0,13,0,12,34,70,53,2,0
instance_0,0,9,0,2,0,66,0,0,0,16,6,13,4,31,21,2,0
instance_0,0,9,1,1,0,11,0,0,0,10,3,41,9,41,44,2,0
instance_0,0,9,1,1,0,11,0,0,1,30,7,30,30,24,7,2,0
instance_0,0,0,0,2,0,3,0,0,0,2,2,47,45,12,52,2,0
instance_0,0,2,0,2,0,61,0,0,1,26,0,3,31,24,6,0,0
instance_0,0,2,0,1,0,36,0,0,0,15,0,20,22,5,17,1,0
instance_0,0,2,1,1,0,60,0,0,0,3,8,41,3,86,37,0,0
instance_0,0,9,0,2,0,-4,0,0,1,4,7,46,12,38,13,2,0
instance_0,0,9,1,1,0,86,0,0,0,25,3,6,54,29,36,2,0
instance_0,0,3,0,1,0,0,0,0,1,15,9,48,27,5,32,2,0
instance_0,0,4,1,0,0,75,0,0,0,21,0,41,25,69,51,0,0
instance_0,0,7,0,0,0,27,0,0,1,21,0,3,36,1,21,2,0
instance_0,0,8,0,2,0,37,0,0,0,18,1,18,36,61,2,0,0
instance_0,0,3,0,2,0,100,0,0,1,20,2,41,46,36,47,2,0
instance_0,0,5,1,2,0,71,0,0,1,18,7,19,29,49,27,2,0
instance_0,0,4,1,2,0,78,0,0,0,15,4,36,11,63,10,2,0
instance_0,0,5,0,0,0,78,0,0,0,14,0,22,31,31,23,1,0
instance_0,0,2,0,0,0,71,0,0,0,9,8,5,7,2,34,0,0
instance_0,0,5,1,2,0,45,0,0,0,3,7,12,46,7,16,2,0
instance_0,0,10,1,2,0,93,0,0,1,13,6,30,34,47,51,2,0
instance_0,0,4,0,1,0,64,0,0,1,9,9,31,9,32,7,2,0
instance_0,0,1,1,1,0,68,0,0,1,30,7,42,57,28,16,2,0
instance_0,0,8,0,2,0,32,0,0,1,11,1,24,48,45,43,2,0
instance_0,0,0,1,1,0,25,0,0,1,6,3,30,13,26,12,1,0
instance_0,0,10,1,1,0,11,0,0,0,10,6,18,19,82,10,0,0
instance_0,0,0,1,0,0,14,0,0,0,3,7,6,54,52,36,0,0
instance_0,0,2,1,0,0,11,0,0,0,5,2,18,34,38,33,1,0
instance_0,0,5,0,0,0,-3,0,0,1,22,6,15,52,25,30,0,0
instance_0,0,1,0,2,0,23,0,0,1,9,0,42,52,21,41,0,0
instance_0,0,9,0,0,0,101,0,0,1,17,9,46,10,42,50,0,0
instance_0,0,1,1,1,0,77,0,0,0,9,10,9,13,5,38,2,0
instance_0,0,2,1,0,0,41,0,0,1,12,1,11,23,28,1,2,0
instance_0,0,4,1,2,0,64,0,0,1,2,1,35,34,27,22,1,0
instance_0,0,4,0,0,0,57,0,0,1,2,8,37,23,34,19,2,0
instance_0,0,1,1,0,0,47,0,0,0,27,6,13,39,8,9,2,0
instance_0,0,2,1,1,0,16,0,0,1,7,3,6,23,25,5,1,0
instance_0,0,6,0,2,0,101,0,0,0,12,7,18,48,63,56,2,0
instance_0,0,8,0,0,0,89,0,0,1,10,6,48,39,9,27,0,0
instance_0,0,1,1,2,0,12,0,0,1,9,8,37,22,3,36,0,0
instance_0,0,2,1,1,0,12,0,0,0,11,3,40,21,79,27,1,0
instance_0,0,6,1,2,0,0,0,0,0,5,6,32,42,38,13,2,0
instance_0,0,1,0,0,0,89,0,0,0,21,0,33,8,25,18,0,0
instance_0,0,0,1,1,0,27,0,0,0,29,4,25,10,17,56,2,0
instance_0,0,6,1,1,0,12,0,0,0,26,0,32,41,21,6,1,0
instance_0,0,2,0,1,0,43,0,0,0,29,2,36,30,49,41,1,0
instance_0,0,9,1,2,0,12,0,0,0,1,0,29,29,22,32,1,0
instance_0,0,5,1,2,0,75,0,0,1,7,0,38,62,74,37,1,0
instance_0,0,1,1,0,0,3,0,1,1,16,7,30,31,59,26,3,0
instance_0,0,10,0,0,0,70,0,0,0,15,1,7,7,77,30,1,0
instance_0,0,10,0,0,0,4,0,0,0,10,8,18,23,65,19,1,0
instance_0,0,5,0,1,0,69,0,0,0,29,1,32,19,78,45,0,0
instance_0,0,4,1,0,0,32,0,0,1,26,2,11,8,55,44,2,0
instance_0,0,6,1,1,0,10,0,0,0,22,4,39,37,37,12,2,0
instance_0,0,9,1,1,0,18,0,0,1,28,5,33,43,59,25,2,0
instance_0,0,10,1,2,0,2,0,0,0,11,5,34,5,4,22,2,0
instance_0,0,10,0,0,0,52,0,0,0,28,6,18,44,41,37,1,0
instance_0,0,8,1,0,0,15,0,0,0,10,6,22,40,74,24,2,0
instance_0,0,5,0,1,0,28,0,0,0,21,5,37,5,77,27,1,0
instance_0,0,8,0,2,0,13,0,0,0,21,7,4,48,34,21,2,0
instance_0,0,2,0,2,0,7,0,0,0,26,0,23,9,85,32,0,0
instance_0,0,4,1,2,0,1,0,0,0,4,0,17,33,75,25,0,0
instance_0,0,9,0,2,0,34,0,0,0,21,0,14,60,26,52,1,0
instance_0,0,1,0,2,0,33,0,0,1,30,3,47,26,12,19,2,0
instance_0,0,1,0,1,0,79,0,0,0,28,9,41,57,28,23,1,0
instance_0,0,9,1,2,0,4,0,0,1,15,0,41,41,23,32,0,0
instance_0,0,2,0,2,0,31,0,0,1,2,9,20,58,70,32,2,0
instance_0,0,3,0,1,0,7,0,0,1,26,10,45,50,15,30,2,0
instance_0,0,0,0,0,0,32,0,0,1,30,9,24,56,40,22,2,0
instance_0,0,3,1,1,0,50,0,0,1,19,6,43,36,41,17,1,0
instance_0,0,5,1,1,0,17,0,0,0,4,7,21,51,36,31,0,0
instance_0,0,3,1,2,0,78,0,0,0,12,7,3,3,60,52,2,0
instance_0,0,5,1,2,0,60,0,0,0,21,2,37,29,80,14,1,0
instance_0,0,0,0,0,0,41,0,0,1,28,4,9,7,73,28,2,0
instance_0,0,1,1,2,0,30,0,0,1,30,7,6,48,5,36,0,0
instance_0,0,0,1,2,0,9,0,0,1,29,5,43,54,62,29,0,0
instance_0,0,9,1,2,0,34,0,0,0,19,5,45,8,20,47,2,0
instance_0,0,0,1,1,0,57,0,0,1,1,0,45,22,33,41,2,0
instance_0,0,6,0,2,0,101,0,0,0,12,7,18,48,43,39,2,0
instance_0,0,10,1,1,0,43,0,0,1,1,5,26,30,59,39,0,0
instance_0,0,8,0,0,0,61,0,0,1,28,9,35,53,21,29,2,0
instance_0,0,8,0,0,0,66,0,0,0,15,1,18,5,31,52,2,0
instance_0,0,4,0,2,0,66,0,0,1,24,7,17,50,63,40,0,0
instance_0,0,10,0,2,0,66,0,0,1,7,4,18,60,35,36,0,0
instance_0,0,5,1,2,0,-3,0,0,0,18,3,19,53,70,34,1,0
instance_0,0,10,1,2,0,89,0,0,0,8,6,41,7,42,16,2,0
instance_0,0,2,0,1,0,16,0,0,0,4,9,15,6,86,2,2,0
instance_0,0,5,0,0,0,84,0,0,0,23,7,16,28,35,47,2,0
instance_0,0,3,0,1,0,57,0,0,0,17,4,15,15,36,51,2,0
instance_0,0,0,1,0,0,19,0,0,0,11,10,30,28,80,40,2,0
instance_0,0,0,1,2,0,73,0,0,0,9,0,39,8,47,44,2,0
instance_0,0,2,1,2,0,54,0,0,0,4,6,39,16,1,25,2,0
instance_0,0,6,1,2,0,37,0,0,0,24,6,3,31,68,28,2,0
instance_0,0,10,0,2,0,49,0,0,0,1,9,7,13,82,31,2,0
instance_0,0,5,0,2,0,35,0,0,0,24,3,40,45,57,11,0,0
instance_0,0,4,1,1,0,24,0,0,1,1,5,18,26,4,17,2,0
instance_0,0,1,0,1,0,49,0,0,1,24,6,37,31,80,32,0,0
instance_0,0,1,1,2,0,5,0,0,1,22,9,44,43,37,13,1,0
instance_0,0,3,1,2,0,99,0,0,1,11,7,41,40,50,19,0,0
instance_0,0,1,0,2,0,73,0,0,0,12,7,27,20,35,57,0,0
instance_0,0,0,1,0,0,78,0,0,1,17,9,8,10,32,34,2,0
instance_0,0,3,1,1,0,14,0,0,1,5,1,32,2,14,32,2,0
instance_0,0,6,1,3,1,40,1,1,1,30,6,24,59,48,58,3,0
instance_0,0,1,0,0,0,49,0,0,2,24,6,37,31,59,32,0,0
instance_0,0,2,1,0,0,54,0,0,1,15,7,33,8,44,16,0,0
instance_0,0,3,1,1,0,-4,0,0,0,14,4,22,62,43,57,2,0
instance_0,0,2,0,2,0,26,0,0,1,23,7,34,28,85,48,2,0
instance_0,0,4,0,2,0,44,0,0,1,7,10,45,23,17,40,2,0
instance_0,0,9,1,1,0,-2,0,0,1,16,5,8,19,31,21,2,0
instance_0,0,7,1,2,0,-6,0,0,1,30,9,4,11,46,54,2,0
instance_0,0,10,0,1,0,18,0,0,0,17,6,36,36,26,50,0,0
instance_0,0,0,0,2,0,59,0,0,1,18,0,21,55,43,33,1,0
instance_0,0,1,0,1,0,73,0,0,1,23,10,20,17,17,33,0,0
instance_0,0,10,0,2,0,-3,0,0,1,7,2,15,6,59,44,2,0
instance_0,0,4,1,2,0,73,0,0,1,17,0,1,18,76,41,2,0
instance_0,0,5,0,0,0,79,0,0,0,1,2,12,12,47,37,2,0
instance_0,0,8,0,2,0,66,0,0,0,5,8,43,26,24,22,1,0
instance_0,0,6,1,0,0,3,0,0,0,3,2,40,19,25,41,0,0
instance_0,0,8,0,0,0,39,0,0,1,29,1,17,5,31,40,0,0
instance_0,0,10,1,1,0,72,0,0,1,5,2,31,24,63,8,2,0
instance_0,0,1,1,1,0,89,0,0,1,4,9,44,43,37,13,2,0
instance_0,0,3,0,2,0,61,0,0,0,20,8,31,55,64,55,1,0
instance_0,0,5,0,1,0,52,0,0,0,27,4,10,1,63,51,2,0
instance_0,0,4,0,1,0,82,0,0,0,11,6,22,31,33,31,0,0
instance_0,0,7,0,0,0,26,0,0,0,27,5,36,59,70,54,1,0
instance_0,0,6,1,1,0,63,0,0,0,23,2,10,47,61,12,2,0
instance_0,0,3,0,2,0,96,0,0,0,29,1,14,28,65,41,1,0
instance_0,0,10,1,0,0,19,0,0,1,4,6,40,23,15,54,0,0
instance_0,0,2,1,1,0,66,0,0,0,19,8,26,32,83,5,1,0
instance_0,0,8,1,1,0,39,0,0,1,30,1,18,17,31,42,2,0
instance_0,0,3,0,0,0,80,0,0,1,19,5,4,45,2,33,2,0
instance_0,0,7,1,2,0,1,0,0,1,29,6,10,8,20,47,1,0
instance_0,0,3,0,2,0,41,0,0,0,10,2,32,48,53,45,1,0
instance_0,0,5,0,2,0,1,0,0,1,15,9,14,56,9,43,2,0
instance_0,0,6,0,1,0,69,0,0,1,16,4,45,16,80,50,2,0
instance_0,0,2,1,2,0,0,0,0,0,6,8,36,7,72,55,2,0
instance_0,0,1,1,1,0,-1,0,0,0,23,0,2,34,16,30,2,0
instance_0,0,10,1,2,0,26,0,0,0,24,2,34,14,80,48,2,0
instance_0,0,2,1,1,0,64,0,0,0,22,9,26,7,25,28,1,0
instance_0,0,0,0,2,0,63,0,0,0,25,7,26,59,0,42,2,0
instance_0,0,2,0,1,0,84,0,0,0,6,6,3,18,13,22,0,0
instance_0,0,5,1,0,0,10,0,0,0,28,10,37,43,72,21,2,0
instance_0,0,0,0,2,0,60,0,0,1,17,0,6,4,82,44,2,0
instance_0,0,10,0,2,0,45,0,0,1,16,9,14,13,33,42,2,0
instance_0,0,4,1,2,0,23,0,0,0,1,0,16,38,8,41,0,0
instance_0,0,0,0,0,0,18,0,0,1,30,3,38,24,56,27,1,0
instance_0,0,3,1,2,0,66,0,0,1,7,6,9,33,-1,1,2,0
instance_0,0,4,0,2,0,66,0,0,0,7,8,18,32,35,38,2,0
instance_0,0,2,0,2,0,96,0,0,1,25,6,16,22,60,37,2,0
instance_0,0,3,0,1,0,95,0,0,1,9,3,21,62,72,27,2,0
instance_0,0,4,0,1,0,99,0,0,0,30,9,19,61,29,57,0,0
instance_0,0,7,1,1,0,40,0,0,0,18,0,7,18,71,53,2,0
instance_0,0,3,0,2,0,71,0,0,0,9,7,8,19,57,55,0,0
instance_0,0,10,0,0,0,-1,0,0,0,11,3,5,42,51,5,0,0
instance_0,0,9,0,0,0,97,0,0,1,10,1,33,47,60,44,0,0
instance_0,0,10,1,1,0,21,0,0,0,6,0,20,7,2,11,0,0
instance_0,0,10,1,0,0,101,0,0,0,19,1,2,60,83,55,2,0
instance_0,0,8,1,0,0,22,0,0,1,18,9,14,13,-1,42,0,0
instance_0,0,3,0,2,0,-4,0,0,0,1,7,17,62,52,4,2,0
instance_0,0,0,0,0,0,81,0,0,0,30,3,23,46,75,12,1,0
instance_0,0,6,0,2,0,60,0,0,0,15,6,18,34,47,52,2,0
instance_0,0,10,0,2,0,-8,0,0,0,5,2,18,33,36,49,0,0
instance_0,0,4,1,0,0,15,0,0,0,9,3,16,6,11,40,0,0
instance_0,0,0,1,2,0,71,0,0,0,19,1,17,46,79,33,1,0
instance_0,0,0,0,0,0,12,0,0,1,23,5,33,4,16,21,2,0
instance_0,0,9,0,2,0,97,0,0,0,17,9,6,51,6,16,2,0
instance_0,0,3,1,0,0,40,0,0,1,12,1,29,27,40,22,2,0
instance_0,0,9,0,1,0,17,0,0,1,16,7,34,16,35,53,1,0
instance_0,0,4,0,2,0,100,0,0,0,6,0,39,5,7,36,1,0
instance_0,0,4,0,0,0,67,0,0,1,19,2,8,28,24,15,2,0
instance_0,0,4,0,0,0,15,0,0,0,12,0,47,4,34,31,2,0
instance_0,0,9,0,0,0,98,0,0,0,8,0,16,24,41,28,0,0
instance_0,0,8,0,1,0,11,0,0,1,5,7,39,5,1,48,2,0
instance_0,0,1,0,0,0,6,0,0,0,16,1,7,57,14,56,0,0
instance_0,0,9,0,0,0,-1,0,0,1,5,1,31,42,72,28,1,0
instance_0,0,0,0,0,0,18,0,0,0,14,0,15,8,18,47,1,0
instance_0,0,3,0,2,0,61,0,0,0,20,6,31,27,59,16,2,0
instance_0,0,8,0,2,0,88,0,0,0,4,5,26,27,15,51,2,0
instance_0,0,10,0,0,0,60,0,0,0,2,0,16,41,10,47,0,0
instance_0,0,0,0,0,0,43,0,0,0,2,6,3,4,6,3,0,0
instance_0,0,1,1,2,0,91,0,0,1,18,7,17,11,56,44,2,0
instance_0,0,7,1,1,0,99,0,0,0,26,0,12,37,74,6,2,0
instance_0,0,4,1,2,0,29,0,0,0,26,4,22,12,79,46,2,0
instance_0,0,10,1,2,0,52,0,0,0,18,10,45,4,21,54,2,0
instance_0,0,3,1,0,0,30,0,0,1,6,8,41,52,77,50,2,0
instance_0,0,3,0,2,0,73,0,0,0,22,6,37,20,62,3,2,0
instance_0,0,0,1,0,0,92,0,0,0,10,7,13,34,3,39,2,0
instance_0,0,4,1,0,0,45,0,0,0,10,2,29,30,60,46,1,0
instance_0,0,8,1,1,0,87,0,0,0,21,8,43,48,45,53,2,0
instance_0,0,0,1,1,0,70,0,0,1,16,0,1,12,41,54,2,0
instance_0,0,8,0,2,0,49,0,0,1,4,4,3,16,4,43,2,0
instance_0,0,3,1,0,0,71,0,0,1,29,2,19,62,6,49,2,0
instance_0,0,2,0,1,0,-4,0,0,1,11,4,18,51,0,49,2,0
instance_0,0,6,1,1,0,38,0,0,0,23,8,13,23,11,2,2,0
instance_0,0,0,1,0,0,81,0,0,1,19,3,23,46,35,53,1,0
instance_0,0,2,1,0,0,64,0,0,1,10,7,33,32,75,57,2,0
instance_0,0,3,1,2,0,99,0,0,0,23,9,21,24,64,29,1,0
instance_0,0,0,0,2,0,101,0,0,0,23,2,45,7,77,32,0,0
instance_0,0,5,1,1,0,75,0,0,1,24,8,22,9,34,55,0,0
instance_0,0,9,0,1,0,26,0,0,0,20,9,37,14,56,7,2,0
instance_0,0,6,0,0,0,84,0,0,0,5,6,48,17,6,52,0,0
instance_0,0,3,1,1,0,43,0,0,0,7,3,45,52,73,24,2,0
instance_0,0,0,0,2,0,97,0,0,1,15,0,38,59,76,12,2,0
instance_0,0,8,0,2,0,77,0,0,0,19,9,1,28,40,52,2,0
instance_0,0,10,0,2,0,-7,0,0,1,15,3,22,38,42,4,2,0
instance_0,0,10,1,2,0,100,0,0,0,20,6,23,16,70,25,0,0
instance_0,0,5,0,2,0,43,0,0,1,12,6,42,10,9,29,2,0
instance_0,0,0,1,1,0,62,0,0,1,17,10,34,17,51,21,2,0
instance_0,0,3,1,0,0,24,0,0,0,19,0,3,34,12,32,1,0
instance_0,0,3,1,2,0,86,0,0,0,28,0,39,28,58,42,0,0
instance_0,0,0,0,2,0,80,0,0,1,21,1,37,40,36,1,2,0
instance_0,0,10,1,1,0,95,0,0,1,28,0,10,36,23,27,1,0
instance_0,0,8,0,2,0,24,0,0,0,23,9,38,46,85,29,1,0
instance_0,0,3,1,0,0,52,0,0,0,10,3,22,51,45,48,0,0
instance_0,0,3,1,0,0,77,0,0,0,6,3,25,28,38,51,2,0
instance_0,0,5,1,2,0,59,0,0,1,10,3,36,52,63,10,2,0
instance_0,0,9,1,0,0,68,0,0,0,8,0,28,11,49,14,1,0
instance_0,0,1,0,2,0,4,0,0,0,21,8,14,21,27,10,1,0
instance_0,0,10,0,0,0,66,0,0,1,12,0,0,45,68,39,2,0
instance_0,0,9,0,2,0,69,0,0,0,21,10,25,61,77,38,1,0
instance_0,0,0,1,2,0,63,0,0,1,21,10,20,29,3,53,2,0
instance_0,0,1,0,1,0,59,0,0,1,17,5,26,61,81,1,2,0
instance_0,0,3,1,1,0,11,0,0,0,30,3,35,9,2,39,2,0
instance_0,0,9,0,2,0,47,0,0,0,23,5,36,27,41,57,1,0
instance_0,0,9,1,1,0,18,0,0,1,28,1,18,62,53,52,1,0
instance_0,0,3,1,1,0,27,0,0,0,10,7,30,49,68,22,2,0
instance_0,0,7,0,2,0,10,0,0,0,29,5,36,5,1,47,2,0
instance_0,0,2,1,1,0,68,0,0,1,1,3,28,10,33,22,2,0
instance_0,0,6,0,2,0,76,0,0,0,18,2,40,35,2,31,1,0
instance_0,0,5,1,2,0,82,0,0,0,5,2,47,26,78,7,0,0
instance_0,0,2,1,2,0,0,0,0,0,12,7,34,19,58,10,0,0
instance_0,0,4,1,2,0,63,0,0,0,23,6,42,27,81,2,2,0
instance_0,0,4,0,0,0,57,0,0,1,16,8,23,54,19,0,2,0
instance_0,0,6,0,2,0,75,0,0,1,30,0,30,51,34,47,0,0
instance_0,0,7,0,2,0,101,0,0,1,8,4,48,53,68,30,2,0
instance_0,0,9,0,0,0,84,0,0,0,20,10,8,53,41,34,2,0
instance_0,0,10,0,2,0,-3,0,0,1,5,3,30,45,12,21,1,0
instance_0,0,10,1,1,0,93,0,0,0,29,7,41,32,79,31,0,0
instance_0,0,2,0,0,0,43,0,0,1,1,8,12,19,27,25,1,0
instance_0,0,10,1,2,0,85,0,0,0,24,3,12,11,12,30,2,0
instance_0,0,7,0,0,0,81,0,0,0,3,4,39,47,73,9,0,0
instance_0,0,10,1,1,0,16,0,0,1,26,2,26,46,21,5,2,0
instance_0,0,3,0,0,0,96,0,0,0,13,2,15,16,81,5,2,0
instance_0,0,10,0,0,0,82,0,0,1,22,2,28,18,62,15,1,0
instance_0,0,10,1,0,0,-3,0,0,1,19,9,21,30,71,29,1,0
instance_0,0,3,0,0,0,82,0,0,1,18,7,14,5,45,51,2,0
instance_0,0,10,0,0,0,44,0,0,0,11,10,11,45,37,6,0,0
instance_0,0,3,0,2,0,89,0,0,0,8,2,27,42,44,20,2,0
instance_0,0,9,0,0,0,85,0,0,0,15,8,46,32,9,40,1,0
instance_0,0,9,0,1,0,87,0,0,1,18,1,6,33,25,5,1,0
instance_0,0,1,1,2,0,7,0,0,1,5,3,14,13,57,48,0,0
instance_0,0,7,0,0,0,44,0,0,1,11,1,28,30,23,32,2,0
instance_0,0,3,0,0,0,43,0,0,0,2,9,43,24,35,41,2,0
instance_0,0,3,0,2,0,101,0,0,1,9,7,8,19,57,20,0,0
instance_0,0,4,0,2,0,87,0,0,0,5,0,42,34,33,56,0,0
instance_0,0,7,1,2,0,61,0,0,0,11,1,42,31,85,7,0,0
instance_0,0,3,0,0,0,65,0,0,1,15,5,46,9,78,57,2,0
instance_0,0,1,0,0,0,59,0,0,0,28,7,20,39,8,54,0,0
