Instances,feature_age,feature_job,feature_marital,feature_education,feature_default,feature_balance,feature_housing,feature_loan,feature_contact,feature_day,feature_month,feature_duration,feature_campaign,feature_pdays,feature_previous,feature_poutcome,algo_MLPC_bank
instance_0,0,3,0,2,0,19,0,0,0,8,3,11,17,21,14,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,11,17,21,16,1,1
instance_0,0,3,0,2,0,19,1,0,0,8,3,12,16,21,15,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,16,20,15,1,1
instance_0,0,3,0,3,0,19,0,0,0,8,3,12,18,21,15,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,13,18,21,15,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,19,21,15,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,18,20,15,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,18,22,15,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,18,21,14,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,18,21,16,1,1
instance_0,0,3,0,3,0,19,0,0,0,8,3,12,17,20,15,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,17,19,15,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,17,20,14,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,17,20,16,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,17,23,15,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,17,22,14,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,17,22,16,1,1
instance_0,0,3,0,3,0,19,0,0,0,8,3,12,17,21,14,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,17,21,13,1,1
instance_0,0,3,0,2,0,19,0,0,0,8,3,12,17,21,17,1,1
instance_0,0,3,0,1,1,17,0,0,0,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,1,18,0,1,0,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,1,18,0,0,1,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,1,18,0,0,0,7,3,12,17,21,15,1,1
instance_0,0,3,0,1,1,18,0,0,0,8,2,12,17,21,15,1,1
instance_0,0,3,0,1,1,18,0,0,0,8,4,12,17,21,15,1,1
instance_0,0,3,0,1,1,18,0,0,0,8,3,11,17,21,15,1,1
instance_0,0,3,0,1,1,18,0,0,0,8,3,13,17,21,15,1,1
instance_0,0,3,0,1,1,18,0,0,0,8,3,12,16,21,15,1,1
instance_0,0,3,0,1,1,18,0,0,0,8,3,12,18,21,15,1,1
instance_0,0,3,0,1,1,18,0,0,0,8,3,12,17,20,15,1,1
instance_0,0,3,0,1,1,18,0,0,0,8,3,12,17,22,15,1,1
instance_0,0,3,0,1,1,18,0,0,0,8,3,12,17,21,14,1,1
instance_0,0,3,0,1,1,18,0,0,0,8,3,12,17,21,16,1,1
instance_0,0,3,0,1,1,21,0,0,0,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,1,20,0,1,0,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,1,20,0,0,1,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,1,20,0,0,0,7,3,12,17,21,15,1,1
instance_0,0,3,0,1,1,20,0,0,0,8,2,12,17,21,15,1,1
instance_0,0,3,0,1,1,20,0,0,0,8,4,12,17,21,15,1,1
instance_0,0,3,0,1,1,20,0,0,0,8,3,11,17,21,15,1,1
instance_0,0,3,0,1,1,20,0,0,0,8,3,13,17,21,15,1,1
instance_0,0,3,0,1,1,20,0,0,0,8,3,12,16,21,15,1,1
instance_0,0,3,0,1,1,20,0,0,0,8,3,12,18,21,15,1,1
instance_0,0,3,0,1,1,20,0,0,0,8,3,12,17,20,15,1,1
instance_0,0,3,0,1,1,20,0,0,0,8,3,12,17,22,15,1,1
instance_0,0,3,0,1,1,20,0,0,0,8,3,12,17,21,14,1,1
instance_0,0,3,0,1,1,20,0,0,0,8,3,12,17,21,16,1,1
instance_0,0,3,0,1,1,19,0,1,0,7,3,12,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,1,0,8,2,12,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,1,0,8,4,12,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,1,0,8,3,13,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,1,0,8,3,12,16,21,15,1,1
instance_0,0,3,0,1,1,19,0,1,0,8,3,12,17,20,15,1,1
instance_0,0,3,0,1,1,19,0,1,0,8,3,12,17,22,15,1,1
instance_0,0,3,0,1,1,19,0,1,0,8,3,12,17,21,14,1,1
instance_0,0,3,0,1,1,19,0,1,0,8,3,12,17,21,16,1,1
instance_0,0,3,0,1,1,19,0,0,1,7,3,12,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,1,8,2,12,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,1,8,4,12,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,1,8,3,11,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,1,8,3,13,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,1,8,3,12,16,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,1,8,3,12,18,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,1,8,3,12,17,20,15,1,1
instance_0,0,3,0,1,1,19,0,0,1,8,3,12,17,22,15,1,1
instance_0,0,3,0,1,1,19,0,0,1,8,3,12,17,21,14,1,1
instance_0,0,3,0,1,1,19,0,0,1,8,3,12,17,21,16,1,1
instance_0,0,3,0,1,1,19,0,0,0,6,3,12,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,7,2,12,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,7,4,12,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,7,3,11,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,7,3,13,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,7,3,12,16,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,7,3,12,18,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,7,3,12,17,20,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,7,3,12,17,22,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,7,3,12,17,21,14,1,1
instance_0,0,3,0,1,1,19,0,0,0,7,3,12,17,21,16,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,1,12,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,2,11,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,2,13,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,2,12,16,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,2,12,18,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,2,12,17,20,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,2,12,17,22,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,2,12,17,21,14,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,2,12,17,21,16,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,5,12,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,4,11,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,4,13,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,4,12,16,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,4,12,18,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,4,12,17,20,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,4,12,17,22,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,4,12,17,21,14,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,4,12,17,21,16,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,10,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,11,16,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,11,18,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,11,17,20,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,11,17,22,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,11,17,21,14,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,11,17,21,16,1,1
instance_0,0,3,0,1,1,19,1,0,0,8,3,13,17,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,13,18,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,13,17,20,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,13,17,22,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,13,17,21,14,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,13,17,21,16,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,15,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,16,20,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,16,22,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,16,21,16,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,19,21,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,18,20,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,18,22,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,18,21,14,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,18,21,16,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,17,19,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,17,20,14,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,17,20,16,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,17,23,15,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,17,22,14,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,17,22,16,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,17,21,13,1,1
instance_0,0,3,0,1,1,19,0,0,0,8,3,12,17,21,17,1,1
instance_0,0,3,0,1,0,16,0,0,0,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,17,0,1,0,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,17,0,0,1,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,17,0,0,0,7,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,17,0,0,0,8,2,12,17,21,15,1,1
instance_0,0,3,0,1,0,17,0,0,0,8,4,12,17,21,15,1,1
instance_0,0,3,0,1,0,17,0,0,0,8,3,11,17,21,15,1,1
instance_0,0,3,0,1,0,17,0,0,0,8,3,13,17,21,15,1,1
instance_0,0,3,0,1,0,17,0,0,0,8,3,12,16,21,15,1,1
instance_0,0,3,0,1,0,17,0,0,0,8,3,12,18,21,15,1,1
instance_0,0,3,0,1,0,17,0,0,0,8,3,12,17,20,15,1,1
instance_0,0,3,0,1,0,17,0,0,0,8,3,12,17,22,15,1,1
instance_0,0,3,0,1,0,17,0,0,0,8,3,12,17,21,14,1,1
instance_0,0,3,0,1,0,17,0,0,0,8,3,12,17,21,16,1,1
instance_0,0,3,0,1,0,18,0,1,0,7,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,1,0,8,2,12,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,1,0,8,4,12,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,1,0,8,3,13,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,1,0,8,3,12,16,21,15,1,1
instance_0,0,3,0,1,0,18,0,1,0,8,3,12,17,22,15,1,1
instance_0,0,3,0,1,0,18,0,1,0,8,3,12,17,21,16,1,1
instance_0,0,3,0,1,0,18,0,0,1,7,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,1,8,2,12,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,1,8,4,12,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,1,8,3,13,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,1,8,3,12,16,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,1,8,3,12,18,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,1,8,3,12,17,20,15,1,1
instance_0,0,3,0,1,0,18,0,0,1,8,3,12,17,22,15,1,1
instance_0,0,3,0,1,0,18,0,0,1,8,3,12,17,21,14,1,1
instance_0,0,3,0,1,0,18,0,0,1,8,3,12,17,21,16,1,1
instance_0,0,3,0,1,0,18,0,0,0,6,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,7,2,12,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,7,4,12,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,7,3,11,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,7,3,13,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,7,3,12,16,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,7,3,12,18,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,7,3,12,17,20,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,7,3,12,17,22,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,7,3,12,17,21,14,1,1
instance_0,0,3,0,1,0,18,0,0,0,7,3,12,17,21,16,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,1,12,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,2,11,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,2,13,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,2,12,16,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,2,12,18,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,2,12,17,20,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,2,12,17,22,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,2,12,17,21,14,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,2,12,17,21,16,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,5,12,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,4,11,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,4,13,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,4,12,16,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,4,12,18,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,4,12,17,20,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,4,12,17,22,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,4,12,17,21,14,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,4,12,17,21,16,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,10,17,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,11,16,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,11,18,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,11,17,20,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,11,17,22,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,11,17,21,14,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,11,17,21,16,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,13,16,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,13,18,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,13,17,20,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,13,17,22,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,13,17,21,14,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,13,17,21,16,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,15,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,16,20,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,16,22,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,16,21,16,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,19,21,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,18,20,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,18,22,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,18,21,14,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,18,21,16,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,17,19,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,17,20,14,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,17,20,16,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,17,23,15,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,17,22,14,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,17,22,16,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,17,21,13,1,1
instance_0,0,3,0,1,0,18,0,0,0,8,3,12,17,21,17,1,1
instance_0,0,3,0,1,0,22,0,0,0,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,21,0,1,0,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,21,0,0,1,8,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,21,0,0,0,7,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,21,0,0,0,8,2,12,17,21,15,1,1
instance_0,0,3,0,1,0,21,0,0,0,8,4,12,17,21,15,1,1
instance_0,0,3,0,1,0,21,0,0,0,8,3,11,17,21,15,1,1
instance_0,0,3,0,1,0,21,0,0,0,8,3,12,16,21,15,1,1
instance_0,0,3,0,1,0,21,0,0,0,8,3,12,18,21,15,1,1
instance_0,0,3,0,1,0,21,0,0,0,8,3,12,17,20,15,1,1
instance_0,0,3,0,1,0,21,0,0,0,8,3,12,17,21,14,1,1
instance_0,0,3,0,1,0,21,0,0,0,8,3,12,17,21,16,1,1
instance_0,0,3,0,1,0,20,0,1,0,7,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,1,0,8,2,12,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,1,0,8,4,12,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,1,0,8,3,13,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,1,0,8,3,12,16,21,15,1,1
instance_0,0,3,0,1,0,20,0,1,0,8,3,12,17,20,15,1,1
instance_0,0,3,0,1,0,20,0,1,0,8,3,12,17,22,15,1,1
instance_0,0,3,0,1,0,20,0,1,0,8,3,12,17,21,14,1,1
instance_0,0,3,0,1,0,20,0,1,0,8,3,12,17,21,16,1,1
instance_0,0,3,0,1,0,20,0,0,1,7,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,1,8,2,12,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,1,8,4,12,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,1,8,3,13,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,1,8,3,12,16,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,1,8,3,12,18,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,1,8,3,12,17,20,15,1,1
instance_0,0,3,0,1,0,20,0,0,1,8,3,12,17,22,15,1,1
instance_0,0,3,0,1,0,20,0,0,1,8,3,12,17,21,14,1,1
instance_0,0,3,0,1,0,20,0,0,1,8,3,12,17,21,16,1,1
instance_0,0,3,0,1,0,20,0,0,0,6,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,7,2,12,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,7,4,12,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,7,3,11,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,7,3,13,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,7,3,12,16,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,7,3,12,18,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,7,3,12,17,20,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,7,3,12,17,22,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,7,3,12,17,21,14,1,1
instance_0,0,3,0,1,0,20,0,0,0,7,3,12,17,21,16,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,1,12,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,2,11,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,2,13,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,2,12,16,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,2,12,18,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,2,12,17,20,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,2,12,17,22,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,2,12,17,21,14,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,2,12,17,21,16,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,5,12,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,4,11,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,4,13,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,4,12,16,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,4,12,18,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,4,12,17,20,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,4,12,17,22,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,4,12,17,21,14,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,4,12,17,21,16,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,10,17,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,11,16,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,11,18,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,11,17,20,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,11,17,22,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,11,17,21,14,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,11,17,21,16,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,13,18,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,13,17,20,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,13,17,21,14,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,13,17,21,16,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,15,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,16,20,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,16,22,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,16,21,16,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,19,21,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,18,20,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,18,22,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,18,21,14,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,18,21,16,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,17,19,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,17,20,14,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,17,20,16,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,17,23,15,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,17,22,14,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,17,22,16,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,17,21,13,1,1
instance_0,0,3,0,1,0,20,0,0,0,8,3,12,17,21,17,1,1
instance_0,0,3,0,1,0,19,0,1,0,6,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,7,2,12,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,7,4,12,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,7,3,13,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,7,3,12,16,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,7,3,12,17,20,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,7,3,12,17,22,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,7,3,12,17,21,14,1,1
instance_0,0,3,0,1,0,19,0,1,0,7,3,12,17,21,16,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,1,12,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,2,13,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,2,12,16,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,2,12,17,20,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,2,12,17,22,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,2,12,17,21,14,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,2,12,17,21,16,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,5,12,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,4,13,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,4,12,16,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,4,12,17,22,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,4,12,17,21,16,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,14,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,13,16,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,13,18,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,13,17,20,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,13,17,22,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,13,17,21,14,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,13,17,21,16,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,12,15,21,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,12,16,20,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,12,16,22,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,12,16,21,16,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,12,17,23,15,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,12,17,22,14,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,12,17,22,16,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,12,17,20,16,1,1
instance_0,0,3,0,1,0,19,0,1,0,8,3,12,17,21,17,1,1
instance_0,0,3,0,1,0,19,0,0,1,6,3,12,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,0,1,7,2,12,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,0,1,7,4,12,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,0,1,7,3,13,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,0,1,7,3,12,16,21,15,1,1
instance_0,0,3,0,1,0,19,0,0,1,7,3,12,18,21,15,1,1
instance_0,0,3,0,1,0,19,0,0,1,7,3,12,17,20,15,1,1
instance_0,0,3,0,1,0,19,0,0,1,7,3,12,17,22,15,1,1
instance_0,0,3,0,1,0,19,0,0,1,7,3,12,17,21,14,1,1
instance_0,0,3,0,1,0,19,0,0,1,7,3,12,17,21,16,1,1
instance_0,0,3,0,1,0,19,0,0,1,8,1,12,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,0,1,8,2,13,17,21,15,1,1
instance_0,0,3,0,1,0,19,0,0,1,8,2,12,16,21,15,1,1
