Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_sex,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_MLPC
instance_0,1,3,29,11,1,9,2,0,0,51,1,77,9,0
instance_0,4,1,10,13,2,1,0,1,0,93,25,25,17,0
instance_0,7,2,26,5,4,1,3,3,0,91,24,23,4,0
instance_0,8,5,23,8,3,12,1,2,0,41,33,25,20,0
instance_0,3,6,28,13,4,4,2,3,0,5,31,32,15,0
instance_0,2,1,38,10,3,4,4,1,0,58,2,22,5,0
instance_0,1,4,9,14,1,8,1,2,0,25,0,32,34,0
instance_0,2,2,12,8,3,9,3,2,0,74,0,2,25,0
instance_0,3,4,21,14,5,11,1,1,0,68,26,3,5,0
instance_0,2,5,23,9,1,4,2,1,0,49,33,23,35,0
instance_0,8,3,4,8,5,10,2,0,0,45,5,3,37,0
instance_0,8,0,26,8,1,12,2,2,0,33,17,29,14,0
instance_0,2,3,17,10,1,6,2,1,0,53,25,81,1,0
instance_0,8,1,29,13,3,5,2,3,0,46,37,69,18,0
instance_0,1,4,14,13,3,4,4,3,0,37,4,10,11,0
instance_0,1,6,14,2,3,10,1,1,0,47,13,77,22,0
instance_0,4,0,36,0,2,9,0,0,0,36,32,9,4,0
instance_0,4,4,25,12,4,3,3,0,0,52,27,12,18,0
instance_0,8,3,5,4,2,9,2,2,0,39,24,9,23,0
instance_0,4,5,17,10,0,6,1,3,0,48,13,5,25,0
instance_0,2,0,35,5,5,6,1,0,0,42,24,10,18,0
instance_0,8,2,38,7,1,8,2,2,0,24,29,57,28,0
instance_0,7,1,25,9,1,9,1,2,0,3,0,9,15,0
instance_0,3,1,32,12,2,8,4,3,0,21,28,12,3,0
instance_0,8,5,33,13,0,11,3,1,0,40,5,3,14,0
instance_0,1,6,5,11,1,9,3,1,0,5,8,29,21,0
instance_0,8,1,32,5,5,3,4,3,0,79,29,0,30,0
instance_0,2,1,11,8,1,4,1,0,0,10,24,68,3,0
instance_0,3,0,3,9,5,10,1,0,0,56,24,35,27,0
instance_0,1,3,32,7,4,10,4,2,0,38,10,24,22,0
instance_0,2,1,37,7,1,4,2,0,0,89,31,31,37,0
instance_0,2,6,3,1,5,0,4,1,0,37,17,42,16,0
instance_0,2,5,17,5,4,12,1,1,0,48,13,5,11,0
instance_0,4,4,0,12,5,1,1,3,0,39,24,9,30,0
instance_0,2,1,37,7,1,7,4,1,0,42,31,50,37,0
instance_0,1,0,27,5,2,8,4,2,0,85,0,31,24,0
instance_0,2,1,29,0,0,4,2,2,0,25,24,12,3,0
instance_0,1,3,4,8,5,4,0,0,0,53,33,48,18,0
instance_0,1,3,15,6,3,7,4,0,0,67,23,39,3,0
instance_0,2,2,16,6,2,0,3,2,0,47,33,33,3,0
instance_0,3,1,24,8,3,11,0,2,0,32,15,76,3,0
instance_0,8,4,31,5,0,8,0,3,0,57,25,5,35,0
instance_0,8,6,9,9,5,8,4,0,0,39,25,58,30,0
instance_0,1,3,25,3,0,7,0,0,0,77,0,15,22,0
instance_0,2,6,38,6,3,2,0,1,0,5,31,29,14,0
instance_0,6,3,23,10,1,8,1,2,0,31,32,31,9,0
instance_0,5,1,12,14,3,10,4,1,0,70,26,66,7,0
instance_0,4,4,21,8,1,4,2,2,0,43,31,0,14,0
instance_0,1,5,8,4,2,2,3,0,0,18,12,8,27,0
instance_0,3,2,13,7,5,11,3,3,0,79,28,3,11,0
instance_0,5,2,9,8,2,8,3,3,0,31,24,54,3,0
instance_0,4,3,25,1,4,9,1,3,0,71,36,5,18,0
instance_0,2,6,8,7,4,6,1,2,0,97,28,12,29,0
instance_0,8,3,35,12,3,1,0,1,0,5,31,29,30,0
instance_0,5,2,13,5,4,6,4,0,0,33,23,29,6,0
instance_0,7,1,6,8,5,12,1,0,0,51,21,13,3,0
instance_0,1,1,34,3,3,11,2,0,0,66,24,22,16,0
instance_0,5,4,14,1,4,11,0,0,0,39,27,0,16,0
instance_0,8,5,28,10,2,8,4,3,0,47,30,22,33,0
instance_0,4,4,28,9,4,5,4,1,0,32,29,39,20,0
instance_0,6,4,28,7,1,2,0,2,0,52,33,57,24,0
instance_0,5,0,12,14,0,5,0,0,0,27,30,22,37,0
instance_0,2,0,19,9,1,7,1,0,0,1,33,39,3,0
instance_0,5,6,31,6,5,9,4,2,0,5,31,29,21,0
instance_0,7,2,12,5,0,13,3,1,0,13,15,47,31,0
instance_0,8,2,34,5,1,6,0,2,0,32,27,30,18,0
instance_0,8,1,3,2,2,11,1,3,0,53,4,47,6,0
instance_0,5,0,22,11,0,8,2,3,0,41,33,17,14,0
instance_0,2,3,16,5,1,6,4,3,0,27,10,28,27,0
instance_0,2,5,23,1,1,3,0,2,0,54,3,72,5,0
instance_0,7,6,29,8,5,5,1,2,0,50,20,3,26,0
instance_0,1,5,8,6,1,12,4,0,0,56,36,5,25,0
instance_0,8,4,35,3,1,7,2,0,0,48,21,5,8,0
instance_0,7,4,13,7,1,11,3,1,0,4,22,32,23,0
instance_0,6,5,5,5,5,10,3,2,0,3,10,9,3,0
instance_0,2,3,11,2,2,11,3,3,0,65,28,17,30,0
instance_0,8,1,32,14,1,8,3,1,0,12,38,15,30,0
instance_0,1,3,9,11,1,5,0,0,0,61,12,26,21,0
instance_0,8,1,30,2,3,4,1,2,0,26,31,48,14,0
instance_0,2,6,35,14,3,0,3,1,0,67,17,29,14,0
instance_0,6,3,16,7,5,2,4,0,0,40,19,32,21,0
instance_0,7,4,36,5,0,12,2,2,0,56,24,7,12,0
instance_0,1,3,13,14,1,8,2,1,0,32,12,37,34,0
instance_0,1,4,20,7,4,2,0,1,0,37,32,5,38,0
instance_0,1,4,20,11,1,7,1,0,0,45,33,75,29,0
instance_0,8,2,22,7,1,4,0,2,0,66,0,9,33,0
instance_0,4,1,3,3,2,6,1,2,0,39,29,26,21,0
instance_0,5,0,19,1,5,8,4,3,0,20,24,22,14,0
instance_0,3,5,15,1,4,13,2,2,0,1,23,64,25,0
instance_0,7,4,2,6,1,4,0,1,0,85,24,72,14,0
instance_0,4,2,19,9,0,8,1,2,0,62,8,32,13,0
instance_0,2,6,5,7,5,5,1,2,0,51,23,8,6,0
instance_0,3,4,23,7,3,7,0,0,0,23,24,36,12,0
instance_0,2,0,23,7,1,0,4,2,0,32,25,18,4,0
instance_0,3,5,7,5,0,2,3,3,0,30,24,7,9,0
instance_0,8,6,25,4,3,10,0,1,0,24,24,95,5,0
instance_0,7,2,15,4,4,10,3,1,0,54,29,5,4,0
instance_0,1,4,38,12,1,6,2,3,0,20,24,32,13,0
instance_0,3,2,5,11,5,3,1,3,0,54,3,31,21,0
instance_0,1,4,13,6,1,7,2,2,0,98,13,33,26,0
instance_0,2,4,37,14,2,9,4,2,0,92,6,61,21,0
instance_0,1,5,18,4,3,8,4,2,0,56,24,52,1,0
instance_0,6,3,34,10,4,0,2,2,0,42,25,41,24,0
instance_0,2,3,29,3,1,12,3,3,0,59,33,30,21,0
instance_0,1,6,32,10,4,1,1,0,0,36,27,12,26,0
instance_0,2,0,13,7,0,1,0,3,0,64,32,0,33,0
instance_0,2,2,16,0,5,0,3,2,0,54,3,31,21,0
instance_0,1,3,2,1,4,3,1,3,0,34,21,25,15,0
instance_0,5,5,25,14,5,10,1,2,0,61,12,30,38,0
instance_0,6,1,17,5,1,10,2,1,0,4,24,74,1,0
instance_0,5,6,31,1,5,8,0,2,0,5,31,29,21,0
instance_0,5,6,20,8,1,12,1,3,0,58,3,26,19,0
instance_0,8,0,15,10,5,12,4,2,0,0,24,7,16,0
instance_0,5,3,28,13,5,6,4,3,0,70,24,15,23,0
instance_0,2,4,22,2,5,8,2,0,0,10,15,7,24,0
instance_0,3,1,19,14,1,1,0,0,0,10,24,94,12,0
instance_0,8,1,27,7,5,11,0,2,0,31,1,9,32,0
instance_0,1,1,23,5,1,6,1,2,0,25,21,49,3,0
instance_0,1,5,9,11,1,6,3,1,0,87,26,19,11,0
instance_0,1,4,36,1,4,9,2,2,0,53,22,70,20,0
instance_0,3,3,9,12,0,11,1,1,0,64,26,2,18,0
instance_0,1,5,22,10,2,3,2,1,0,37,25,10,2,0
instance_0,4,2,5,8,4,5,1,3,0,62,25,32,8,0
instance_0,8,4,7,0,3,8,4,0,0,35,24,51,18,0
instance_0,2,0,23,7,5,3,0,0,0,42,28,12,1,0
instance_0,8,1,12,4,5,4,4,2,0,59,24,46,34,0
instance_0,2,5,20,10,5,5,2,3,0,60,28,31,34,0
instance_0,2,5,17,2,5,5,0,2,0,81,9,26,13,0
instance_0,2,6,24,2,0,11,3,3,0,87,25,12,18,0
instance_0,4,1,29,7,3,3,3,2,0,97,30,33,3,0
instance_0,4,3,8,11,5,12,2,0,0,36,29,84,5,0
instance_0,4,4,35,9,2,4,2,2,0,53,25,17,20,0
instance_0,1,6,35,10,3,10,4,0,0,56,28,75,18,0
instance_0,8,2,25,14,5,5,4,0,0,13,24,63,35,0
instance_0,1,3,38,6,0,7,3,2,0,40,18,29,34,0
instance_0,3,2,10,11,5,5,4,0,0,47,0,32,5,0
instance_0,7,6,5,2,1,12,1,0,0,52,30,21,23,0
instance_0,1,2,7,3,5,8,0,0,0,18,24,22,31,0
instance_0,6,6,29,8,5,9,1,0,0,7,29,40,1,0
instance_0,1,4,10,12,4,6,0,0,0,1,28,10,14,0
instance_0,1,2,34,7,1,8,2,1,0,83,31,5,25,0
instance_0,1,3,31,10,2,4,0,0,0,57,8,29,13,0
instance_0,5,3,12,11,2,2,1,3,0,4,33,32,29,0
instance_0,7,2,38,11,3,12,1,1,0,52,28,6,19,0
instance_0,2,4,12,5,6,13,3,1,0,92,26,9,32,0
instance_0,7,6,12,10,5,11,1,2,0,48,14,72,4,0
instance_0,5,3,20,7,4,12,4,0,0,37,24,9,20,0
instance_0,1,1,13,5,2,5,4,2,0,3,25,17,37,0
instance_0,1,6,32,13,2,12,4,1,0,70,28,22,34,0
instance_0,5,3,33,10,5,6,0,2,0,87,9,9,19,0
instance_0,1,0,36,9,3,10,1,1,0,35,7,34,18,0
instance_0,6,4,16,6,3,5,3,2,0,52,9,9,2,0
instance_0,7,0,37,14,2,10,0,3,0,8,28,30,28,0
instance_0,2,6,14,10,0,9,0,1,0,71,25,8,30,0
instance_0,7,5,7,8,2,8,1,0,0,53,33,9,32,0
instance_0,7,6,19,12,3,12,2,1,0,60,8,30,4,0
instance_0,2,4,25,7,2,8,2,0,0,54,11,87,29,0
instance_0,6,3,36,5,5,8,0,2,0,88,24,10,23,0
instance_0,3,0,3,1,5,8,3,0,0,25,24,32,15,0
instance_0,3,6,26,1,4,12,4,2,0,39,24,9,18,0
instance_0,5,2,0,7,5,7,1,1,0,82,38,29,6,0
instance_0,3,1,6,8,3,7,4,1,0,10,28,66,5,0
instance_0,8,2,0,12,4,10,3,2,0,56,27,24,4,0
instance_0,8,0,22,14,1,12,0,0,0,78,33,39,14,0
instance_0,7,0,36,7,1,8,4,3,0,20,1,22,14,0
instance_0,4,4,38,10,5,6,4,0,0,1,27,29,29,0
instance_0,1,6,24,5,1,7,3,3,0,65,28,78,0,0
instance_0,8,0,6,0,5,11,4,0,0,55,33,5,18,0
instance_0,8,3,38,7,5,8,3,3,0,45,27,49,3,0
instance_0,6,4,4,5,1,13,0,3,0,66,0,26,5,0
instance_0,2,3,10,11,4,9,1,3,0,38,25,63,20,0
instance_0,4,0,35,5,4,10,0,2,0,61,29,33,7,0
instance_0,1,4,37,8,4,2,3,3,0,61,13,11,5,0
instance_0,6,4,29,11,4,1,2,3,0,30,24,73,14,0
instance_0,3,2,21,0,3,4,4,3,0,93,27,93,19,0
instance_0,2,3,5,0,5,4,0,3,0,42,8,29,1,0
instance_0,5,3,29,5,5,4,0,0,0,94,25,46,9,0
instance_0,6,1,5,7,1,10,4,0,0,1,2,53,24,0
instance_0,2,2,32,11,1,8,4,0,0,95,16,26,11,0
instance_0,2,5,35,2,3,7,0,3,0,5,0,52,15,0
instance_0,1,5,23,11,2,9,2,2,0,96,9,82,6,0
instance_0,7,5,38,8,4,8,3,2,0,22,17,32,29,0
instance_0,8,3,25,11,3,5,4,0,0,1,29,69,17,0
instance_0,4,2,26,14,0,9,0,2,0,37,1,26,30,0
instance_0,4,0,21,8,1,12,2,1,0,52,26,38,12,0
instance_0,4,4,31,14,5,9,2,3,0,48,26,5,35,0
instance_0,1,6,16,13,1,0,0,2,0,18,36,30,36,0
instance_0,6,4,27,12,5,7,3,0,0,50,26,55,11,0
instance_0,6,5,35,10,5,11,2,1,0,4,24,4,23,0
instance_0,6,4,18,14,3,5,1,2,0,85,33,2,28,0
instance_0,1,1,0,10,3,4,4,1,0,73,31,73,16,0
instance_0,8,0,34,5,4,9,3,0,0,57,33,22,24,0
instance_0,5,3,18,14,0,8,4,0,0,38,3,52,4,0
instance_0,1,2,31,13,3,7,4,3,0,46,31,67,30,0
instance_0,1,3,16,14,1,8,3,0,0,79,4,22,21,0
instance_0,6,4,19,11,3,0,1,0,0,42,25,41,14,0
instance_0,8,4,30,2,3,6,1,2,0,79,20,2,36,0
instance_0,8,2,5,5,1,11,2,1,0,4,10,21,23,0
instance_0,7,6,4,5,3,7,1,0,0,73,31,6,2,0
instance_0,1,4,2,13,0,2,0,0,0,25,24,4,6,0
instance_0,8,0,9,14,3,7,3,1,0,40,24,31,9,0
instance_0,7,3,29,6,6,13,3,0,0,95,12,49,28,0
instance_0,1,3,3,1,5,9,4,0,0,51,24,30,21,0
instance_0,8,4,12,5,5,8,4,2,0,23,34,53,26,0
instance_0,1,1,21,10,5,2,4,0,0,47,4,5,19,0
instance_0,1,5,3,10,1,3,4,2,0,70,25,39,16,0
instance_0,1,1,20,6,0,12,3,0,0,72,24,88,21,0
instance_0,8,1,20,4,3,8,1,0,0,9,32,28,15,0
instance_0,5,5,27,11,0,4,0,1,0,31,24,86,18,0
instance_0,2,1,1,14,0,2,2,0,0,40,24,3,28,0
instance_0,2,5,20,8,3,0,4,1,0,67,6,4,30,0
instance_0,6,3,14,5,1,12,2,0,0,1,1,30,12,0
instance_0,1,0,3,13,3,5,1,0,0,78,29,32,31,0
instance_0,2,3,26,1,5,10,4,1,0,28,25,40,5,0
instance_0,5,3,2,11,4,9,2,1,0,32,22,13,23,0
instance_0,2,0,3,8,5,7,4,1,0,64,12,7,29,0
instance_0,2,4,5,6,5,5,1,3,0,11,3,7,7,0
instance_0,3,1,9,12,3,6,3,0,0,32,24,12,38,0
instance_0,2,2,2,10,4,4,2,0,0,17,23,34,17,0
instance_0,7,5,14,9,2,5,3,2,0,46,3,88,36,0
instance_0,1,4,8,14,3,13,0,0,0,80,24,22,32,0
instance_0,2,6,13,0,3,3,1,2,0,29,9,8,30,0
instance_0,3,6,9,14,3,7,2,1,0,94,24,31,9,0
instance_0,8,1,36,7,5,10,0,1,0,92,0,9,32,0
instance_0,2,4,3,9,1,8,2,2,0,56,1,32,34,0
instance_0,8,4,21,4,1,3,4,2,0,15,6,33,16,0
instance_0,7,6,21,8,1,0,3,3,0,11,35,1,14,0
instance_0,2,1,21,10,4,7,0,0,0,29,1,33,12,0
instance_0,1,3,33,0,5,6,0,1,0,66,9,9,19,0
instance_0,3,4,20,9,3,3,0,1,0,95,26,2,3,0
instance_0,2,2,22,7,1,8,0,1,0,40,24,95,0,0
instance_0,5,0,20,12,1,12,0,1,0,37,36,25,20,0
instance_0,2,2,23,2,2,0,2,0,0,23,29,17,33,0
instance_0,6,4,23,11,3,5,1,3,0,31,29,2,29,0
instance_0,2,2,19,5,4,5,2,2,0,18,24,13,6,0
instance_0,1,2,6,7,3,11,1,1,0,38,36,31,15,0
instance_0,8,2,25,10,0,10,0,1,0,53,24,9,1,0
instance_0,5,4,33,6,4,8,0,3,0,34,17,73,14,0
instance_0,1,4,21,1,2,8,2,3,0,82,24,6,22,0
instance_0,5,1,8,0,1,1,3,1,0,57,28,65,4,0
instance_0,3,6,25,10,2,10,0,2,0,93,24,95,5,0
instance_0,1,3,4,13,3,11,4,2,0,32,1,29,8,0
instance_0,8,4,1,4,3,10,3,1,0,31,10,77,21,0
instance_0,8,0,23,14,4,6,0,3,0,15,23,21,1,0
instance_0,2,2,7,6,3,5,2,2,0,31,31,45,20,0
instance_0,2,2,21,13,3,3,1,3,0,62,29,59,38,0
instance_0,5,4,28,7,3,2,3,2,0,45,27,32,26,0
instance_0,1,4,25,5,5,6,3,2,0,2,29,31,1,0
instance_0,3,3,10,9,2,1,0,2,0,37,24,32,4,0
instance_0,1,3,0,7,4,5,1,1,0,3,29,17,15,0
instance_0,2,1,34,2,0,5,2,2,0,8,24,38,38,0
instance_0,1,6,30,5,5,4,0,1,0,37,24,25,7,0
instance_0,3,3,14,5,1,3,1,0,0,90,10,21,23,0
instance_0,4,5,0,13,3,7,4,1,0,53,26,35,20,0
instance_0,1,4,17,3,0,5,4,0,0,80,27,32,30,0
instance_0,2,1,36,3,4,7,4,3,0,31,15,36,5,0
instance_0,3,2,37,13,2,7,1,3,0,35,24,92,36,0
instance_0,3,1,17,8,1,6,0,3,0,51,15,61,26,0
instance_0,6,1,35,13,1,6,3,1,0,63,28,46,7,0
instance_0,6,0,11,11,4,1,4,2,0,27,31,68,12,0
instance_0,8,6,15,8,5,8,1,0,0,4,27,21,23,0
instance_0,5,2,25,10,2,10,1,3,0,58,4,36,29,0
instance_0,2,0,38,6,5,8,2,0,0,5,38,95,14,0
instance_0,6,2,25,10,1,4,3,3,0,58,36,65,29,0
instance_0,2,6,10,14,5,6,2,2,0,76,31,15,3,0
instance_0,7,2,33,3,0,1,2,2,0,43,20,23,29,0
instance_0,6,0,32,12,2,11,2,0,0,83,32,22,11,0
instance_0,7,6,27,13,3,6,3,3,0,91,11,91,11,0
instance_0,6,4,8,0,1,1,3,1,0,57,28,30,35,0
instance_0,3,3,22,9,5,6,0,2,0,77,30,65,6,0
instance_0,2,2,3,12,1,6,3,3,0,63,9,29,0,0
instance_0,3,3,9,2,5,8,4,3,0,58,5,27,3,0
instance_0,5,6,38,6,5,9,0,2,0,5,4,29,21,0
instance_0,6,1,7,14,1,11,3,3,0,89,24,84,24,0
instance_0,2,4,32,10,4,8,0,0,0,66,17,22,3,0
instance_0,4,1,25,13,3,8,2,3,0,43,29,5,4,0
instance_0,2,4,0,13,4,13,3,1,0,48,24,9,2,0
instance_0,1,2,21,14,2,11,2,0,0,19,27,29,14,0
instance_0,8,1,5,14,0,12,0,0,0,79,33,22,10,0
instance_0,6,1,18,0,3,3,1,0,0,88,25,4,28,0
instance_0,2,6,12,10,4,0,3,1,0,31,31,86,38,0
instance_0,4,3,18,12,2,10,3,1,0,42,14,2,14,0
instance_0,1,0,22,4,0,8,2,0,0,53,26,31,19,0
instance_0,2,0,19,12,5,5,3,3,0,74,7,35,21,0
instance_0,3,3,35,14,5,10,2,0,0,77,24,64,15,0
instance_0,1,3,3,11,3,10,4,3,0,61,7,7,29,0
instance_0,5,0,24,12,3,0,1,1,0,65,8,0,28,0
instance_0,4,1,38,7,1,8,2,0,0,95,24,68,5,0
instance_0,7,3,19,7,1,6,1,3,0,64,28,93,13,0
instance_0,1,4,13,4,4,11,0,0,0,65,24,72,17,0
instance_0,1,2,15,12,2,11,4,3,0,43,2,7,2,0
instance_0,5,4,28,5,5,4,4,3,0,56,19,89,23,0
instance_0,2,2,34,0,3,8,4,0,0,7,24,4,31,0
instance_0,2,0,33,5,1,8,3,3,0,84,20,2,18,0
instance_0,2,4,19,12,4,7,4,0,0,97,31,78,13,0
instance_0,4,3,11,13,4,7,2,3,0,97,25,17,34,0
instance_0,6,6,26,14,3,9,3,2,0,70,31,12,18,0
instance_0,7,0,38,10,1,8,3,2,0,42,24,55,11,0
instance_0,4,0,8,6,5,2,2,0,0,90,28,21,30,0
instance_0,1,3,12,14,3,6,1,3,0,48,28,40,0,0
instance_0,4,3,34,2,1,7,1,3,0,56,16,32,13,0
instance_0,3,0,29,11,0,7,3,1,0,63,29,8,26,0
instance_0,7,2,12,3,0,3,2,2,0,10,7,75,12,0
instance_0,7,4,31,12,1,9,0,2,0,3,24,83,2,0
instance_0,8,6,28,5,1,12,3,1,0,29,6,5,19,0
instance_0,6,6,29,8,4,4,0,0,0,15,16,32,8,0
instance_0,1,5,7,10,1,11,1,1,0,29,14,10,10,0
instance_0,7,3,0,1,3,5,1,0,0,52,35,8,14,0
instance_0,4,0,3,11,1,4,4,1,0,48,24,58,36,0
instance_0,1,0,26,10,4,12,2,3,0,32,1,19,5,0
instance_0,1,5,28,12,2,9,3,1,0,75,31,35,26,0
instance_0,6,4,0,13,1,10,0,0,0,39,34,57,34,0
instance_0,3,6,10,5,4,10,1,2,0,95,5,34,16,0
instance_0,2,1,23,8,3,4,0,0,0,42,1,12,1,0
instance_0,3,3,8,9,2,10,0,0,0,77,24,32,35,0
instance_0,8,1,8,0,1,10,1,3,0,32,15,2,1,0
instance_0,2,3,10,1,1,7,1,1,0,64,24,53,25,0
instance_0,1,1,30,7,3,7,1,1,0,20,24,70,6,0
instance_0,1,1,17,12,5,8,1,2,0,83,28,60,11,0
instance_0,6,1,33,3,1,7,0,0,0,4,7,58,28,0
instance_0,5,2,14,5,1,12,0,1,0,42,28,22,29,0
instance_0,4,3,28,2,5,11,3,2,0,87,24,5,35,0
instance_0,8,3,8,4,2,12,2,2,0,87,34,12,37,0
instance_0,6,3,23,5,5,13,0,1,0,48,2,69,38,0
instance_0,7,4,25,11,0,9,3,3,0,57,31,15,26,0
instance_0,8,1,36,5,5,10,0,1,0,45,3,61,14,0
instance_0,5,3,15,9,1,6,0,2,0,52,29,31,30,0
instance_0,1,4,34,7,5,8,2,0,0,95,26,38,4,0
instance_0,8,2,25,13,3,7,1,3,0,55,36,30,5,0
instance_0,5,1,9,13,2,10,1,3,0,65,24,89,5,0
instance_0,1,3,11,2,5,9,4,3,0,56,28,41,31,0
instance_0,5,2,15,5,2,10,1,1,0,65,33,23,35,0
instance_0,8,5,11,8,5,11,2,0,0,41,33,46,8,0
instance_0,2,3,12,12,4,6,1,2,0,48,17,86,0,0
instance_0,2,3,3,11,4,3,1,1,0,79,22,3,0,0
instance_0,6,2,18,11,3,6,0,3,0,70,24,6,13,0
instance_0,8,4,35,11,2,10,3,1,0,47,23,5,10,0
instance_0,8,1,6,11,0,9,4,2,0,33,36,35,9,0
instance_0,1,2,19,9,1,12,1,2,0,96,3,55,1,0
instance_0,8,4,20,6,0,11,3,1,0,16,24,6,28,0
instance_0,5,4,29,8,1,6,1,1,0,12,24,15,15,0
instance_0,2,2,5,11,4,3,1,2,0,14,28,43,1,0
instance_0,7,6,38,7,1,6,3,1,0,20,24,22,36,0
instance_0,3,4,35,5,0,7,0,0,0,36,12,50,4,0
instance_0,1,0,6,9,3,1,1,1,0,62,10,34,9,0
instance_0,1,3,7,3,3,11,1,1,0,20,18,33,35,0
instance_0,4,1,11,13,5,8,3,1,0,53,24,31,10,0
instance_0,4,4,25,6,3,11,3,0,0,49,31,84,35,0
instance_0,3,5,29,10,5,12,1,0,0,72,24,6,28,0
instance_0,3,2,4,8,3,5,0,1,0,32,0,24,11,0
instance_0,3,6,6,3,5,2,3,3,0,4,24,12,4,0
instance_0,5,4,5,6,4,5,1,3,0,11,24,7,7,0
instance_0,3,6,24,3,0,11,3,3,0,70,27,31,2,0
instance_0,3,3,8,1,4,7,2,2,0,6,36,6,17,0
instance_0,2,2,14,7,3,8,2,1,0,20,24,22,4,0
instance_0,2,3,38,8,1,7,1,2,0,1,24,9,23,0
instance_0,2,2,1,4,4,4,2,3,0,42,6,26,21,0
instance_0,1,4,34,6,0,11,1,0,0,48,33,39,19,0
instance_0,2,1,8,14,1,11,1,0,0,50,7,5,16,0
instance_0,8,4,12,9,3,12,2,0,0,41,3,2,30,0
instance_0,2,4,9,14,5,8,0,2,0,70,26,5,31,0
instance_0,2,3,27,5,4,5,0,0,0,15,30,12,34,0
instance_0,8,3,5,8,2,9,2,2,0,54,12,27,37,0
instance_0,2,2,2,4,0,5,2,0,0,17,28,34,17,0
instance_0,7,1,1,10,2,11,0,1,0,5,30,69,37,0
instance_0,2,6,2,3,0,10,1,1,0,53,12,34,31,0
instance_0,1,3,6,3,0,8,0,1,0,54,9,3,15,0
instance_0,4,4,14,7,2,6,1,3,0,53,24,16,0,0
instance_0,7,3,30,7,4,4,4,1,0,90,29,10,4,0
instance_0,4,4,34,5,5,10,1,0,0,73,20,39,22,0
instance_0,6,5,25,5,2,7,0,2,0,41,24,35,38,0
instance_0,4,2,32,14,3,12,4,1,0,48,8,3,1,0
instance_0,1,5,13,3,3,12,1,1,0,85,2,14,16,0
instance_0,1,4,9,10,1,12,0,0,0,39,29,31,24,0
instance_0,1,2,3,11,1,9,2,0,0,17,11,18,16,0
instance_0,3,0,10,2,2,7,3,0,0,23,0,36,21,0
instance_0,3,3,4,6,5,1,3,0,0,40,24,86,32,0
instance_0,4,2,20,6,1,0,1,1,0,72,32,3,19,0
instance_0,3,3,8,10,0,11,1,1,0,10,3,13,23,0
instance_0,3,5,37,6,1,11,0,0,0,54,33,24,21,0
instance_0,3,6,21,14,3,8,0,3,0,35,27,12,0,0
instance_0,1,4,34,3,3,1,0,2,0,66,3,17,1,0
instance_0,2,3,16,6,3,10,3,2,0,79,2,6,16,0
instance_0,3,4,33,7,1,12,3,0,0,1,38,15,5,0
instance_0,2,5,19,1,4,1,4,2,0,55,33,28,37,0
instance_0,8,4,10,11,2,1,3,2,0,85,37,32,15,0
instance_0,7,3,30,6,3,7,4,1,0,48,4,39,3,0
instance_0,7,0,18,5,1,8,4,0,0,75,24,51,28,0
instance_0,6,6,29,7,5,3,4,3,0,40,27,32,1,0
instance_0,8,1,15,7,3,7,1,0,0,52,6,8,27,0
instance_0,3,3,11,5,3,6,1,1,0,49,17,25,4,0
instance_0,4,0,22,5,2,7,4,1,0,79,28,36,3,0
instance_0,1,2,8,8,3,9,0,0,0,53,33,85,20,0
instance_0,7,6,11,5,3,9,2,2,0,54,33,5,13,0
instance_0,1,5,7,11,0,7,3,1,0,45,18,96,2,0
instance_0,7,2,12,5,4,10,3,1,0,8,5,98,17,0
instance_0,8,4,36,9,4,4,3,2,0,51,25,42,9,0
instance_0,2,5,28,12,3,11,1,1,0,3,28,2,23,0
instance_0,3,1,33,7,5,13,4,1,0,94,35,12,26,0
instance_0,5,2,3,10,2,12,3,0,0,8,15,24,17,0
instance_0,3,4,24,8,1,0,3,2,0,42,31,28,34,0
instance_0,3,4,1,7,1,1,4,2,0,67,24,73,6,0
instance_0,2,5,28,7,4,4,1,0,0,96,1,15,22,0
instance_0,1,5,4,13,2,7,1,2,0,60,30,84,26,0
instance_0,8,4,28,6,0,7,4,2,0,77,24,91,20,0
instance_0,1,4,5,7,5,10,4,0,0,8,6,95,20,0
instance_0,4,1,34,8,5,10,4,0,0,5,15,36,1,0
instance_0,6,5,32,1,5,8,1,3,0,57,0,3,5,0
instance_0,3,2,5,5,1,3,3,1,0,63,26,29,0,0
instance_0,5,3,26,14,2,3,3,3,0,42,31,16,25,0
instance_0,1,5,11,9,1,0,3,1,0,40,10,5,12,0
instance_0,1,0,25,6,1,12,0,1,0,1,0,30,22,0
instance_0,3,3,35,4,2,12,3,2,0,4,25,82,10,0
instance_0,2,4,18,6,1,12,2,2,0,21,33,12,3,0
instance_0,6,0,6,5,0,10,1,1,0,19,24,12,15,0
instance_0,7,1,37,8,3,10,3,1,0,51,0,13,36,0
instance_0,7,5,23,14,5,11,3,3,0,62,6,12,6,0
instance_0,8,1,36,8,3,11,1,3,0,89,1,23,18,0
instance_0,1,0,2,6,5,10,5,0,0,80,2,80,2,0
instance_0,1,6,31,1,1,10,4,3,0,40,33,29,1,0
instance_0,2,0,9,14,4,9,2,0,0,69,24,32,25,0
